PlateAppID,startBaseOutState,FinalBaseOutState,PA_EndValue_ExpectedRuns,PA_StartValue_ExpectedRuns,TotalRPrime,R,ChangeExpRuns,BatterID,Singles,Doubles,Triples,HR,BB,SO,FO
ARKS_ABAM_0323201901_PA12HOME10,H0,H0,2.611111111,2.611111111,1,2,1,Ko_Robins_ABAM_24,1,0,0,0,0,0,0
ARKS_ABAM_0323201901_PA12HOME11,H0,E1,1.186792453,2.611111111,1,1,-0.424318658,Mo_Mccull_ABAM_08,0,0,0,0,0,0,1
ARKS_ABAM_0323201901_PA12HOME12,E1,F2,0.571929825,1.186792453,0,0,-0.614862628,Ty_Gentry_ABAM_28,0,0,0,0,0,0,1
ARKS_ABAM_0323201901_PA13AWAY01,A0,B0,1.03432282,0.60122373,0,0,0.43309909,Do_Fletch_ARKS_24,1,0,0,0,0,0,0
ARKS_ABAM_0323201901_PA13AWAY02,B0,E0,1.830508475,1.03432282,0,0,0.796185655,Ca_Opitz0_ARKS_12,0,0,0,0,0,0,0
ARKS_ABAM_0323201901_PA13AWAY03,E0,E1,1.186792453,1.830508475,0,0,-0.643716022,Tr_Harris_ARKS_17,0,0,0,0,0,0,1
ARKS_ABAM_0323201901_PA14HOME03,A0,B0,1.03432282,0.60122373,0,0,0.43309909,Br_Auerba_ABAM_07,0,0,0,0,1,0,0
ARKS_ABAM_0323201901_PA14HOME05,C0,C1,0.813263525,1.339933993,0,0,-0.526670468,Dr_Willia_ABAM_55,0,0,0,0,0,0,1
ARKS_ABAM_0323201901_PA14HOME06,C1,D2,0.379194631,0.813263525,0,0,-0.434068894,TJ_Reeves_ABAM_22,0,0,0,0,0,0,1
ARKS_ABAM_0323201901_PA15AWAY01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ja_Nesbit_ARKS_05,0,0,0,0,0,0,1
ARKS_ABAM_0323201901_PA15AWAY02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ch_Frankl_ARKS_25,0,0,0,0,0,0,1
ARKS_ABAM_0323201901_PA15AWAY03,A2,B2,0.268656716,0.117848411,0,0,0.150808306,Ca_Martin_ARKS_15,1,0,0,0,0,0,0
ARKS_ABAM_0323201901_PA16HOME03,A0,B0,1.03432282,0.60122373,0,1,0.43309909,Jo_Breaux_ABAM_04,1,0,0,0,0,0,0
ARKS_ABAM_0323201901_PA16HOME04,B0,B1,0.663006757,1.03432282,0,1,-0.371316063,Ko_Robins_ABAM_24,0,0,0,0,0,0,0
ARKS_ABAM_0323201901_PA16HOME05,B1,E1,1.186792453,0.663006757,0,1,0.523785696,Mo_Mccull_ABAM_08,0,0,0,0,1,0,0
ARKS_ABAM_0323201901_PA16HOME07,G1,D2,0.379194631,1.522123894,1,1,-0.142929263,Ty_Gentry_ABAM_28,0,0,0,0,0,0,1
ARKS_ABAM_0323201901_PA17AWAY06,A0,B0,1.03432282,0.60122373,0,0,0.43309909,Tr_Ezell0_ARKS_04,0,0,0,0,1,0,0
ARKS_ABAM_0323201901_PA17AWAY07,B0,C1,0.813263525,1.03432282,0,0,-0.221059295,Do_Fletch_ARKS_24,0,0,0,0,0,0,1
ARKS_ABAM_0323201901_PA17AWAY08,C1,C2,0.341530055,0.813263525,0,0,-0.471733471,Za_Plunke_ARKS_48,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA01AWAY01,A0,A0,0.60122373,0.60122373,1,2,1,Ca_Martin_ARKS_15,0,0,0,1,0,0,0
ARKS_ABAM_0324201901_PA01AWAY02,A0,C0,1.339933993,0.60122373,0,1,0.738710264,He_Kjerst_ARKS_18,0,1,0,0,0,0,0
ARKS_ABAM_0324201901_PA01AWAY03,C0,E0,1.830508475,1.339933993,0,1,0.490574481,Tr_Ezell0_ARKS_04,0,0,0,0,1,0,0
ARKS_ABAM_0324201901_PA01AWAY04,E0,H0,2.611111111,1.830508475,0,1,0.780602637,Do_Fletch_ARKS_24,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA01AWAY06,H0,D2,0.379194631,2.611111111,1,1,-1.23191648,Ca_Opitz0_ARKS_12,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA01AWAY07,D2,F2,0.571929825,0.379194631,0,0,0.192735194,Ma_Goodhe_ARKS_10,0,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA02HOME01,A0,B0,1.03432282,0.60122373,0,0,0.43309909,Jo_Breaux_ABAM_04,0,0,0,0,1,0,0
ARKS_ABAM_0324201901_PA02HOME02,B0,C1,0.813263525,1.03432282,0,0,-0.221059295,Ko_Robins_ABAM_24,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA02HOME03,C1,D2,0.379194631,0.813263525,0,0,-0.434068894,Mo_Mccull_ABAM_08,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA03AWAY01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ja_Nesbit_ARKS_05,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA03AWAY02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ch_Frankl_ARKS_25,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA04HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ke_Holcom_ABAM_18,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA04HOME02,A1,B1,0.663006757,0.317337461,0,0,0.345669295,Jo_Trousd_ABAM_02,0,0,0,0,1,0,0
ARKS_ABAM_0324201901_PA04HOME03,B1,B2,0.268656716,0.663006757,0,0,-0.39435004,Br_Auerba_ABAM_07,0,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA04HOME04,B2,E2,0.49833887,0.268656716,0,0,0.229682154,Dr_Willia_ABAM_55,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA05AWAY02,A0,B0,1.03432282,0.60122373,0,2,0.43309909,He_Kjerst_ARKS_18,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA05AWAY03,B0,G0,2.12345679,1.03432282,0,2,1.08913397,Tr_Ezell0_ARKS_04,0,1,0,0,0,0,0
ARKS_ABAM_0324201901_PA05AWAY04,G0,D1,0.953947368,2.12345679,1,2,-0.169509422,Do_Fletch_ARKS_24,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA05AWAY05,D1,A2,0.117848411,0.953947368,1,1,0.163901042,Ca_Opitz0_ARKS_12,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA05AWAY06,A2,B2,0.268656716,0.117848411,0,0,0.150808306,Ma_Goodhe_ARKS_10,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA06HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Jo_Breaux_ABAM_04,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA06HOME02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ko_Robins_ABAM_24,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA07AWAY03,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ja_Nesbit_ARKS_05,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA07AWAY04,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ch_Frankl_ARKS_25,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA08HOME01,A0,B0,1.03432282,0.60122373,0,2,0.43309909,Ty_Gentry_ABAM_28,0,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA08HOME02,B0,F0,1.552083333,1.03432282,0,2,0.517760513,TJ_Reeves_ABAM_22,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA08HOME03,F0,B1,0.663006757,1.552083333,1,2,0.110923423,Jo_Trousd_ABAM_02,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA08HOME05,D1,B1,0.663006757,0.953947368,1,1,0.709059388,Br_Auerba_ABAM_07,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA08HOME06,B1,B2,0.268656716,0.663006757,0,0,-0.39435004,Dr_Willia_ABAM_55,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA09AWAY01,A0,B0,1.03432282,0.60122373,0,4,0.43309909,He_Kjerst_ARKS_18,0,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA09AWAY02,B0,D0,1.829787234,1.03432282,1,4,1.795464414,Tr_Ezell0_ARKS_04,0,1,0,0,0,0,0
ARKS_ABAM_0324201901_PA09AWAY03,D0,B0,1.03432282,1.829787234,1,3,0.204535586,Do_Fletch_ARKS_24,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA09AWAY04,B0,F0,1.552083333,1.03432282,0,2,0.517760513,Ca_Opitz0_ARKS_12,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA09AWAY06,F0,G0,2.12345679,1.552083333,1,2,1.571373457,Ma_Goodhe_ARKS_10,0,1,0,0,0,0,0
ARKS_ABAM_0324201901_PA09AWAY07,G0,C1,0.813263525,2.12345679,1,1,-0.310193265,Ja_Kenley_ARKS_07,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA09AWAY08,C1,F1,1.309278351,0.813263525,0,0,0.496014825,Ja_Nesbit_ARKS_05,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA09AWAY10,F1,G2,0.665254237,1.309278351,0,0,-0.644024113,Ch_Frankl_ARKS_25,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA10HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ko_Morris_ABAM_50,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA10HOME02,A1,B1,0.663006757,0.317337461,0,0,0.345669295,Jo_Breaux_ABAM_04,0,0,0,0,1,0,0
ARKS_ABAM_0324201901_PA10HOME03,B1,E1,1.186792453,0.663006757,0,0,0.523785696,Ko_Robins_ABAM_24,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA10HOME04,E1,E2,0.49833887,1.186792453,0,0,-0.688453582,Mo_Mccull_ABAM_08,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA11AWAY01,A0,B0,1.03432282,0.60122373,0,0,0.43309909,He_Kjerst_ARKS_18,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA11AWAY02,B0,B1,0.663006757,1.03432282,0,0,-0.371316063,Tr_Ezell0_ARKS_04,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA11AWAY03,B1,B2,0.268656716,0.663006757,0,0,-0.39435004,Do_Fletch_ARKS_24,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA12HOME02,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,TJ_Reeves_ABAM_22,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA12HOME03,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Jo_Trousd_ABAM_02,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA12HOME04,A2,B2,0.268656716,0.117848411,0,0,0.150808306,Br_Auerba_ABAM_07,0,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA12HOME05,B2,E2,0.49833887,0.268656716,0,0,0.229682154,Dr_Willia_ABAM_55,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA13AWAY01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ma_Goodhe_ARKS_10,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA13AWAY02,A1,B1,0.663006757,0.317337461,0,0,0.345669295,Ja_Kenley_ARKS_07,0,0,0,0,1,0,0
ARKS_ABAM_0324201901_PA13AWAY03,B1,B2,0.268656716,0.663006757,0,0,-0.39435004,Ja_Nesbit_ARKS_05,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA14HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Jo_Breaux_ABAM_04,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA14HOME02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ko_Robins_ABAM_24,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA14HOME03,A2,B2,0.268656716,0.117848411,0,0,0.150808306,Mo_Mccull_ABAM_08,0,0,0,0,1,0,0
ARKS_ABAM_0324201901_PA14HOME04,B2,F2,0.571929825,0.268656716,0,0,0.303273108,Ty_Gentry_ABAM_28,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA14HOME05,F2,H2,0.847161572,0.571929825,0,0,0.275231747,TJ_Reeves_ABAM_22,0,0,0,0,1,0,0
ARKS_ABAM_0324201901_PA15AWAY02,A0,B0,1.03432282,0.60122373,0,2,0.43309909,Ca_Martin_ARKS_15,1,0,0,0,0,0,0
ARKS_ABAM_0324201901_PA15AWAY03,B0,B1,0.663006757,1.03432282,0,2,-0.371316063,He_Kjerst_ARKS_18,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA15AWAY06,A1,A2,0.117848411,0.317337461,0,1,-0.199489051,Tr_Ezell0_ARKS_04,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA15AWAY07,A2,A2,0.117848411,0.117848411,1,1,1,Do_Fletch_ARKS_24,0,0,0,1,0,0,0
ARKS_ABAM_0324201901_PA15AWAY08,A2,B2,0.268656716,0.117848411,0,0,0.150808306,Ca_Opitz0_ARKS_12,0,0,0,0,1,0,0
ARKS_ABAM_0324201901_PA15AWAY09,B2,E2,0.49833887,0.268656716,0,0,0.229682154,Ma_Goodhe_ARKS_10,0,0,0,0,1,0,0
ARKS_ABAM_0324201901_PA16HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Br_Auerba_ABAM_07,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA16HOME02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Dr_Willia_ABAM_55,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA17AWAY04,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ja_Nesbit_ARKS_05,0,0,0,0,0,0,1
ARKS_ABAM_0324201901_PA17AWAY05,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ch_Frankl_ARKS_25,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA18HOME02,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Jo_Breaux_ABAM_04,0,0,0,0,0,1,0
ARKS_ABAM_0324201901_PA18HOME03,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ko_Robins_ABAM_24,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA01AWAY01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Tr_Ezell0_ARKS_04,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA01AWAY02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,He_Kjerst_ARKS_18,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA02HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ju_Ward00_AUBN_01,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA02HOME02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ka_Howell_AUBN_16,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA03AWAY01,A0,B0,1.03432282,0.60122373,0,1,0.43309909,Do_Fletch_ARKS_24,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA03AWAY02,B0,E0,1.830508475,1.03432282,0,1,0.796185655,Ma_Goodhe_ARKS_10,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA03AWAY03,E0,E0,1.830508475,1.830508475,0,1,0,Ja_Kenley_ARKS_07,0,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA03AWAY05,G0,D1,0.953947368,2.12345679,1,1,-0.169509422,Ja_Nesbit_ARKS_05,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA03AWAY06,D1,D2,0.379194631,0.953947368,0,0,-0.574752738,Ch_Frankl_ARKS_25,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA04HOME01,A0,B0,1.03432282,0.60122373,0,0,0.43309909,Ed_Julien_AUBN_10,0,0,0,0,1,0,0
ARKS_AUBN_0405201901_PA04HOME03,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Co_Davis0_AUBN_24,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA05AWAY01,A0,B0,1.03432282,0.60122373,0,0,0.43309909,Ca_Opitz0_ARKS_12,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA05AWAY02,B0,E0,1.830508475,1.03432282,0,0,0.796185655,Tr_Ezell0_ARKS_04,0,0,0,0,1,0,0
ARKS_AUBN_0405201901_PA05AWAY03,E0,F1,1.309278351,1.830508475,0,0,-0.521230124,He_Kjerst_ARKS_18,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA05AWAY04,F1,F2,0.571929825,1.309278351,0,0,-0.737348526,Ca_Martin_ARKS_15,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA06HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ry_Bliss0_AUBN_09,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA06HOME02,A1,B1,0.663006757,0.317337461,0,0,0.345669295,Ev_Lau000_AUBN_02,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA06HOME03,B1,C2,0.341530055,0.663006757,0,0,-0.321476702,Ma_Scheff_AUBN_06,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA07AWAY01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ma_Goodhe_ARKS_10,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA07AWAY02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ja_Kenley_ARKS_07,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA07AWAY03,A2,B2,0.268656716,0.117848411,0,0,0.150808306,Ja_Nesbit_ARKS_05,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA08HOME01,A0,B0,1.03432282,0.60122373,0,0,0.43309909,Ka_Howell_AUBN_16,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA08HOME02,B0,B1,0.663006757,1.03432282,0,0,-0.371316063,Ra_Woley0_AUBN_04,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA08HOME03,B1,B2,0.268656716,0.663006757,0,0,-0.39435004,Ed_Julien_AUBN_10,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA08HOME04,B2,E2,0.49833887,0.268656716,0,0,0.229682154,Co_Davis0_AUBN_24,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA09AWAY01,A0,A1,0.317337461,0.60122373,0,2,-0.283886268,Ca_Opitz0_ARKS_12,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA09AWAY02,A1,C1,0.813263525,0.317337461,0,2,0.495926064,Tr_Ezell0_ARKS_04,0,1,0,0,0,0,0
ARKS_AUBN_0405201901_PA09AWAY03,C1,A1,0.317337461,0.813263525,2,2,1.504073936,He_Kjerst_ARKS_18,0,0,0,1,0,0,0
ARKS_AUBN_0405201901_PA09AWAY04,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ca_Martin_ARKS_15,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA10HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ry_Bliss0_AUBN_09,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA10HOME02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ev_Lau000_AUBN_02,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA11AWAY01,A0,B0,1.03432282,0.60122373,0,0,0.43309909,Ma_Goodhe_ARKS_10,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA11AWAY02,B0,B1,0.663006757,1.03432282,0,0,-0.371316063,Ja_Kenley_ARKS_07,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA11AWAY04,C1,E1,1.186792453,0.813263525,0,0,0.373528928,Ja_Nesbit_ARKS_05,0,0,0,0,1,0,0
ARKS_AUBN_0405201901_PA11AWAY05,E1,E2,0.49833887,1.186792453,0,0,-0.688453582,Ch_Frankl_ARKS_25,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA12HOME01,A0,A1,0.317337461,0.60122373,0,3,-0.283886268,Ju_Ward00_AUBN_01,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA12HOME02,A1,A2,0.117848411,0.317337461,0,3,-0.199489051,Ka_Howell_AUBN_16,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA12HOME03,A2,B2,0.268656716,0.117848411,0,3,0.150808306,Ra_Woley0_AUBN_04,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA12HOME04,B2,E2,0.49833887,0.268656716,0,3,0.229682154,Ed_Julien_AUBN_10,0,0,0,0,1,0,0
ARKS_AUBN_0405201901_PA12HOME05,E2,E2,0.49833887,0.49833887,1,3,1,Co_Davis0_AUBN_24,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA12HOME06,E2,H2,0.847161572,0.49833887,0,2,0.348822702,St_Willia_AUBN_41,0,0,0,0,1,0,0
ARKS_AUBN_0405201901_PA12HOME07,H2,E2,0.49833887,0.847161572,2,2,1.651177298,Ry_Bliss0_AUBN_09,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA13AWAY02,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Tr_Ezell0_ARKS_04,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA13AWAY03,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,He_Kjerst_ARKS_18,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA13AWAY04,A2,D2,0.379194631,0.117848411,0,0,0.26134622,Ca_Martin_ARKS_15,0,0,1,0,0,0,0
ARKS_AUBN_0405201901_PA14HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ma_Scheff_AUBN_06,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA14HOME02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ju_Ward00_AUBN_01,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA14HOME03,A2,B2,0.268656716,0.117848411,0,0,0.150808306,Ka_Howell_AUBN_16,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA15AWAY01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ma_Goodhe_ARKS_10,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA15AWAY02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ja_Kenley_ARKS_07,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA16HOME01,A0,C0,1.339933993,0.60122373,0,3,0.738710264,Ed_Julien_AUBN_10,0,1,0,0,0,0,0
ARKS_AUBN_0405201901_PA16HOME02,C0,C0,1.339933993,1.339933993,1,3,1,Co_Davis0_AUBN_24,0,1,0,0,0,0,0
ARKS_AUBN_0405201901_PA16HOME04,C0,G1,1.522123894,1.339933993,0,2,0.1821899,St_Willia_AUBN_41,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA16HOME06,G1,E1,1.186792453,1.522123894,1,2,0.664668559,Ry_Bliss0_AUBN_09,1,0,0,0,0,0,0
ARKS_AUBN_0405201901_PA16HOME07,E1,C2,0.341530055,1.186792453,0,1,-0.845262398,Ev_Lau000_AUBN_02,0,0,0,0,0,0,1
ARKS_AUBN_0405201901_PA16HOME08,C2,C2,0.341530055,0.341530055,1,1,1,Ma_Scheff_AUBN_06,0,1,0,0,0,0,0
ARKS_AUBN_0405201901_PA17AWAY02,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ch_Frankl_ARKS_25,0,0,0,0,0,1,0
ARKS_AUBN_0405201901_PA17AWAY03,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ca_Opitz0_ARKS_12,0,0,0,0,0,0,1
ARKS_AUBN_0405201902_PA01AWAY01,A0,A1,0.317337461,0.60122373,0,1,-0.283886268,Tr_Ezell0_ARKS_04,0,0,0,0,0,0,1
ARKS_AUBN_0405201902_PA01AWAY02,A1,A2,0.117848411,0.317337461,0,1,-0.199489051,He_Kjerst_ARKS_18,0,0,0,0,0,1,0
ARKS_AUBN_0405201902_PA01AWAY03,A2,D2,0.379194631,0.117848411,0,1,0.26134622,Ca_Martin_ARKS_15,0,0,1,0,0,0,0
ARKS_AUBN_0405201902_PA01AWAY04,D2,B2,0.268656716,0.379194631,1,1,0.889462086,Do_Fletch_ARKS_24,1,0,0,0,0,0,0
ARKS_AUBN_0405201902_PA02HOME01,A0,B0,1.03432282,0.60122373,0,0,0.43309909,Ju_Ward00_AUBN_01,1,0,0,0,0,0,0
ARKS_AUBN_0405201902_PA02HOME02,B0,A2,0.117848411,1.03432282,0,0,-0.916474409,Ka_Howell_AUBN_16,0,0,0,0,0,0,1
ARKS_AUBN_0405201902_PA03AWAY01,A0,B0,1.03432282,0.60122373,0,1,0.43309909,Ch_Frankl_ARKS_25,1,0,0,0,0,0,0
ARKS_AUBN_0405201902_PA03AWAY02,B0,E0,1.830508475,1.03432282,0,1,0.796185655,Ja_Nesbit_ARKS_05,0,0,0,0,1,0,0
ARKS_AUBN_0405201902_PA03AWAY03,E0,E1,1.186792453,1.830508475,0,1,-0.643716022,Ja_Kenley_ARKS_07,0,0,0,0,0,1,0
ARKS_AUBN_0405201902_PA03AWAY04,E1,H1,1.747474747,1.186792453,0,1,0.560682295,Za_Plunke_ARKS_48,0,0,0,0,1,0,0
ARKS_AUBN_0405201902_PA03AWAY05,H1,E2,0.49833887,1.747474747,1,1,-0.249135877,Tr_Ezell0_ARKS_04,0,0,0,0,0,0,1
ARKS_AUBN_0405201902_PA04HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ed_Julien_AUBN_10,0,0,0,0,0,0,1
ARKS_AUBN_0405201902_PA04HOME02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Co_Davis0_AUBN_24,0,0,0,0,0,0,1
ARKS_AUBN_0405201902_PA05AWAY01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Ca_Martin_ARKS_15,0,0,0,0,0,0,1
ARKS_AUBN_0405201902_PA05AWAY02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Do_Fletch_ARKS_24,0,0,0,0,0,1,0
ARKS_AUBN_0405201902_PA06HOME01,A0,A1,0.317337461,0.60122373,0,0,-0.283886268,Wi_Hollan_AUBN_17,0,0,0,0,0,1,0
ARKS_AUBN_0405201902_PA06HOME02,A1,A2,0.117848411,0.317337461,0,0,-0.199489051,Ry_Bliss0_AUBN_09,0,0,0,0,0,0,1
ARKS_AUBN_0405201902_PA07AWAY01,A0,C0,1.339933993,0.60122373,0,1,0.738710264,Ch_Frankl_ARKS_25,0,0,0,0,0,0,0
ARKS_AUBN_0405201902_PA07AWAY02,C0,E0,1.830508475,1.339933993,0,1,0.490574481,Ja_Nesbit_ARKS_05,0,0,0,0,1,0,0
ARKS_AUBN_0405201902_PA07AWAY03,E0,G1,1.522123894,1.830508475,0,1,-0.308384581,Ja_Kenley_ARKS_07,0,0,0,0,0,0,1
ARKS_AUBN_0405201902_PA07AWAY04,G1,H1,1.747474747,1.522123894,0,1,0.225350854,Za_Plunke_ARKS_48,0,0,0,0,1,0,0
ARKS_AUBN_0405201902_PA07AWAY06,H1,F2,0.571929825,1.747474747,1,1,-0.175544923,Tr_Ezell0_ARKS_04,0,0,0,0,0,0,0
ARKS_AUBN_0405201902_PA08HOME01,A0,C0,1.339933993,0.60122373,0,1,0.738710264,Ju_Ward00_AUBN_01,0,1,0,0,0,0,0
ARKS_AUBN_0405201902_PA08HOME02,C0,D1,0.953947368,1.339933993,0,1,-0.385986625,Ka_Howell_AUBN_16,0,0,0,0,0,0,1
