PlateAppID,startBaseState,startBaseOutState,endBaseState,FinalBaseOutState,TotalRPrime,R
MIZZ_TENN_0504201901_PA01AWAY02,A,A1,A,A2,0,0
MIZZ_TENN_0504201901_PA01AWAY03,A,A2,A,A3,0,0
MIZZ_TENN_0504201901_PA02HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA02HOME02,A,A1,B,B1,0,0
MIZZ_TENN_0504201901_PA02HOME03,B,B1,F,F1,0,0
MIZZ_TENN_0504201901_PA02HOME05,F,F1,B,B3,0,0
MIZZ_TENN_0504201901_PA03AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA03AWAY02,A,A1,B,B1,0,0
MIZZ_TENN_0504201901_PA03AWAY03,B,B1,A,A3,0,0
MIZZ_TENN_0504201901_PA04HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA04HOME02,A,A1,A,A2,0,0
MIZZ_TENN_0504201901_PA04HOME03,A,A2,B,B2,0,0
MIZZ_TENN_0504201901_PA04HOME04,B,B2,B,B3,0,0
MIZZ_TENN_0504201901_PA05AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA05AWAY02,A,A1,C,C1,0,0
MIZZ_TENN_0504201901_PA05AWAY03,C,C1,C,C2,0,0
MIZZ_TENN_0504201901_PA05AWAY04,C,C2,D,D2,0,0
MIZZ_TENN_0504201901_PA05AWAY05,D,D2,D,D3,0,0
MIZZ_TENN_0504201901_PA06HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA06HOME02,A,A1,A,A2,0,0
MIZZ_TENN_0504201901_PA06HOME03,A,A2,B,B2,0,0
MIZZ_TENN_0504201901_PA06HOME05,B,B2,B,B3,0,0
MIZZ_TENN_0504201901_PA07AWAY01,A,A0,A,A1,0,1
MIZZ_TENN_0504201901_PA07AWAY02,A,A1,B,B1,0,1
MIZZ_TENN_0504201901_PA07AWAY03,B,B1,B,B2,0,1
MIZZ_TENN_0504201901_PA07AWAY04,B,B2,D,D2,0,1
MIZZ_TENN_0504201901_PA07AWAY05,D,D2,B,B2,1,1
MIZZ_TENN_0504201901_PA07AWAY06,B,B2,A,A3,0,0
MIZZ_TENN_0504201901_PA08HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA08HOME02,A,A1,A,A2,0,0
MIZZ_TENN_0504201901_PA08HOME03,A,A2,B,B2,0,0
MIZZ_TENN_0504201901_PA08HOME04,B,B2,B,B3,0,0
MIZZ_TENN_0504201901_PA09AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA09AWAY02,A,A1,A,A2,0,0
MIZZ_TENN_0504201901_PA09AWAY03,A,A2,B,B2,0,0
MIZZ_TENN_0504201901_PA09AWAY04,B,B2,E,E2,0,0
MIZZ_TENN_0504201901_PA09AWAY05,E,E2,E,E3,0,0
MIZZ_TENN_0504201901_PA10HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA10HOME02,A,A1,C,C1,0,0
MIZZ_TENN_0504201901_PA10HOME03,C,C1,D,D2,0,0
MIZZ_TENN_0504201901_PA10HOME04,D,D2,D,D3,0,0
MIZZ_TENN_0504201901_PA11AWAY01,A,A0,A,A1,0,3
MIZZ_TENN_0504201901_PA11AWAY02,A,A1,B,B1,0,3
MIZZ_TENN_0504201901_PA11AWAY03,B,B1,G,G1,0,3
MIZZ_TENN_0504201901_PA11AWAY04,G,G1,A,A1,3,3
MIZZ_TENN_0504201901_PA11AWAY06,A,A1,B,B1,0,0
MIZZ_TENN_0504201901_PA11AWAY08,B,B1,C,C1,0,0
MIZZ_TENN_0504201901_PA11AWAY09,C,C1,D,D2,0,0
MIZZ_TENN_0504201901_PA11AWAY10,D,D2,D,D3,0,0
MIZZ_TENN_0504201901_PA12HOME03,A,A0,A,A1,0,1
MIZZ_TENN_0504201901_PA12HOME04,A,A1,A,A2,0,1
MIZZ_TENN_0504201901_PA12HOME05,A,A2,B,B2,0,1
MIZZ_TENN_0504201901_PA12HOME06,B,B2,E,E2,0,1
MIZZ_TENN_0504201901_PA12HOME07,E,E2,H,H2,0,1
MIZZ_TENN_0504201901_PA12HOME10,H,H2,H,H2,1,1
MIZZ_TENN_0504201901_PA12HOME12,H,H2,H,H3,0,0
MIZZ_TENN_0504201901_PA13AWAY03,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA13AWAY04,A,A1,A,A2,0,0
MIZZ_TENN_0504201901_PA13AWAY05,A,A2,A,A3,0,0
MIZZ_TENN_0504201901_PA14HOME02,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA14HOME03,A,A1,A,A2,0,0
MIZZ_TENN_0504201901_PA14HOME04,A,A2,A,A3,0,0
MIZZ_TENN_0504201901_PA15AWAY01,A,A0,C,C0,0,2
MIZZ_TENN_0504201901_PA15AWAY02,C,C0,D,D0,0,2
MIZZ_TENN_0504201901_PA15AWAY03,D,D0,D,D1,0,2
MIZZ_TENN_0504201901_PA15AWAY04,D,D1,F,F1,0,2
MIZZ_TENN_0504201901_PA15AWAY05,F,F1,E,E1,1,2
MIZZ_TENN_0504201901_PA15AWAY06,E,E1,F,F1,1,1
MIZZ_TENN_0504201901_PA15AWAY08,F,F1,G,G1,0,0
MIZZ_TENN_0504201901_PA15AWAY09,G,G1,G,G2,0,0
MIZZ_TENN_0504201901_PA15AWAY10,G,G2,H,H2,0,0
MIZZ_TENN_0504201901_PA15AWAY12,H,H2,H,H3,0,0
MIZZ_TENN_0504201901_PA16HOME01,A,A0,B,B0,0,1
MIZZ_TENN_0504201901_PA16HOME02,B,B0,B,B1,0,1
MIZZ_TENN_0504201901_PA16HOME03,B,B1,B,B2,0,1
MIZZ_TENN_0504201901_PA16HOME04,B,B2,C,C2,1,1
MIZZ_TENN_0504201901_PA16HOME05,C,C2,C,C3,0,0
MIZZ_TENN_0504201901_PA17AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA17AWAY02,A,A1,B,B1,0,0
MIZZ_TENN_0504201901_PA17AWAY03,B,B1,B,B2,0,0
MIZZ_TENN_0504201901_PA17AWAY04,B,B2,A,A3,0,0
MIZZ_TENN_0504201901_PA18HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0504201901_PA18HOME02,A,A1,A,A2,0,0
MIZZ_TENN_0504201901_PA18HOME04,A,A2,A,A3,0,0
MIZZ_TENN_0505201901_PA01AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA01AWAY02,A,A1,A,A2,0,0
MIZZ_TENN_0505201901_PA01AWAY03,A,A2,A,A3,0,0
MIZZ_TENN_0505201901_PA02HOME01,A,A0,A,A1,0,4
MIZZ_TENN_0505201901_PA02HOME02,A,A1,A,A2,0,4
MIZZ_TENN_0505201901_PA02HOME03,A,A2,B,B2,0,4
MIZZ_TENN_0505201901_PA02HOME04,B,B2,G,G2,0,4
MIZZ_TENN_0505201901_PA02HOME05,G,G2,C,C2,2,4
MIZZ_TENN_0505201901_PA02HOME06,C,C2,C,C2,1,2
MIZZ_TENN_0505201901_PA02HOME07,C,C2,B,B2,1,1
MIZZ_TENN_0505201901_PA02HOME08,B,B2,B,B3,0,0
MIZZ_TENN_0505201901_PA03AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA03AWAY02,A,A1,A,A2,0,0
MIZZ_TENN_0505201901_PA03AWAY03,A,A2,A,A3,0,0
MIZZ_TENN_0505201901_PA04HOME02,A,A0,C,C0,0,3
MIZZ_TENN_0505201901_PA04HOME03,C,C0,D,D0,0,3
MIZZ_TENN_0505201901_PA04HOME04,D,D0,F,F0,0,3
MIZZ_TENN_0505201901_PA04HOME05,F,F0,F,F1,0,3
MIZZ_TENN_0505201901_PA04HOME06,F,F1,A,A1,3,3
MIZZ_TENN_0505201901_PA04HOME07,A,A1,A,A2,0,0
MIZZ_TENN_0505201901_PA04HOME08,A,A2,C,C2,0,0
MIZZ_TENN_0505201901_PA04HOME10,C,C2,F,F2,0,0
MIZZ_TENN_0505201901_PA04HOME11,F,F2,F,F3,0,0
MIZZ_TENN_0505201901_PA05AWAY01,A,A0,B,B0,0,7
MIZZ_TENN_0505201901_PA05AWAY02,B,B0,C,C0,0,7
MIZZ_TENN_0505201901_PA05AWAY03,C,C0,E,E0,0,7
MIZZ_TENN_0505201901_PA05AWAY04,E,E0,D,D0,2,7
MIZZ_TENN_0505201901_PA05AWAY05,D,D0,D,D1,0,5
MIZZ_TENN_0505201901_PA05AWAY06,D,D1,A,A2,1,5
MIZZ_TENN_0505201901_PA05AWAY07,A,A2,B,B2,0,4
MIZZ_TENN_0505201901_PA05AWAY08,B,B2,F,F2,0,4
MIZZ_TENN_0505201901_PA05AWAY09,F,F2,G,G2,0,4
MIZZ_TENN_0505201901_PA05AWAY10,G,G2,B,B2,2,4
MIZZ_TENN_0505201901_PA05AWAY12,B,B2,A,A2,2,2
MIZZ_TENN_0505201901_PA05AWAY13,A,A2,A,A3,0,0
MIZZ_TENN_0505201901_PA06HOME01,A,A0,B,B0,0,0
MIZZ_TENN_0505201901_PA06HOME02,B,B0,A,A2,0,0
MIZZ_TENN_0505201901_PA06HOME03,A,A2,B,B2,0,0
MIZZ_TENN_0505201901_PA06HOME04,B,B2,B,B3,0,0
MIZZ_TENN_0505201901_PA07AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA07AWAY02,A,A1,A,A2,0,0
MIZZ_TENN_0505201901_PA07AWAY03,A,A2,B,B2,0,0
MIZZ_TENN_0505201901_PA07AWAY04,B,B2,A,A3,0,0
MIZZ_TENN_0505201901_PA08HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA08HOME02,A,A1,A,A2,0,0
MIZZ_TENN_0505201901_PA08HOME03,A,A2,A,A3,0,0
MIZZ_TENN_0505201901_PA09AWAY02,A,A0,B,B0,0,0
MIZZ_TENN_0505201901_PA09AWAY03,B,B0,B,B1,0,0
MIZZ_TENN_0505201901_PA09AWAY04,B,B1,B,B2,0,0
MIZZ_TENN_0505201901_PA09AWAY05,B,B2,B,B3,0,0
MIZZ_TENN_0505201901_PA10HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA10HOME02,A,A1,A,A2,0,0
MIZZ_TENN_0505201901_PA10HOME03,A,A2,A,A3,0,0
MIZZ_TENN_0505201901_PA11AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA11AWAY02,A,A1,B,B1,0,0
MIZZ_TENN_0505201901_PA11AWAY03,B,B1,B,B2,0,0
MIZZ_TENN_0505201901_PA11AWAY04,B,B2,A,A3,0,0
MIZZ_TENN_0505201901_PA12HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA12HOME02,A,A1,B,B1,0,0
MIZZ_TENN_0505201901_PA12HOME03,B,B1,C,C1,0,0
MIZZ_TENN_0505201901_PA12HOME04,C,C1,C,C2,0,0
MIZZ_TENN_0505201901_PA12HOME06,C,C2,E,E2,0,0
MIZZ_TENN_0505201901_PA12HOME07,E,E2,E,E3,0,0
MIZZ_TENN_0505201901_PA13AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA13AWAY02,A,A1,B,B1,0,0
MIZZ_TENN_0505201901_PA13AWAY03,B,B1,B,B2,0,0
MIZZ_TENN_0505201901_PA13AWAY05,B,B2,B,B3,0,0
MIZZ_TENN_0505201901_PA14HOME01,A,A0,A,A1,0,1
MIZZ_TENN_0505201901_PA14HOME02,A,A1,A,A2,0,1
MIZZ_TENN_0505201901_PA14HOME03,A,A2,B,B2,0,1
MIZZ_TENN_0505201901_PA14HOME04,B,B2,E,E2,0,1
MIZZ_TENN_0505201901_PA14HOME05,E,E2,H,H2,0,1
MIZZ_TENN_0505201901_PA14HOME07,H,H2,H,H2,1,1
MIZZ_TENN_0505201901_PA14HOME08,H,H2,H,H3,0,0
MIZZ_TENN_0505201901_PA15AWAY01,A,A0,B,B0,0,3
MIZZ_TENN_0505201901_PA15AWAY02,B,B0,B,B1,0,3
MIZZ_TENN_0505201901_PA15AWAY04,B,B1,A,A1,2,3
MIZZ_TENN_0505201901_PA15AWAY05,A,A1,B,B1,0,1
MIZZ_TENN_0505201901_PA15AWAY07,B,B1,F,F1,0,1
MIZZ_TENN_0505201901_PA15AWAY10,F,F1,B,B2,1,1
MIZZ_TENN_0505201901_PA15AWAY13,B,B2,B,B3,0,0
MIZZ_TENN_0505201901_PA16HOME02,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA16HOME03,A,A1,A,A2,0,0
MIZZ_TENN_0505201901_PA16HOME04,A,A2,A,A3,0,0
MIZZ_TENN_0505201901_PA17AWAY01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA17AWAY02,A,A1,A,A2,0,0
MIZZ_TENN_0505201901_PA17AWAY04,A,A2,A,A3,0,0
MIZZ_TENN_0505201901_PA18HOME01,A,A0,A,A1,0,0
MIZZ_TENN_0505201901_PA18HOME02,A,A1,A,A2,0,0
MIZZ_TENN_0505201901_PA18HOME03,A,A2,A,A3,0,0
MIZZ_TXAM_0329201901_PA01AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA01AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA01AWAY03,A,A2,C,C2,0,0
MIZZ_TXAM_0329201901_PA01AWAY04,C,C2,F,F2,0,0
MIZZ_TXAM_0329201901_PA01AWAY05,F,F2,F,F3,0,0
MIZZ_TXAM_0329201901_PA02HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA02HOME02,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA02HOME03,A,A2,A,A3,0,0
MIZZ_TXAM_0329201901_PA03AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA03AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA03AWAY03,A,A2,A,A3,0,0
MIZZ_TXAM_0329201901_PA04HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA04HOME02,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA04HOME03,A,A2,B,B2,0,0
MIZZ_TXAM_0329201901_PA04HOME04,B,B2,B,B3,0,0
MIZZ_TXAM_0329201901_PA05AWAY01,A,A0,C,C0,0,0
MIZZ_TXAM_0329201901_PA05AWAY02,C,C0,F,F0,0,0
MIZZ_TXAM_0329201901_PA05AWAY03,F,F0,C,C1,0,0
MIZZ_TXAM_0329201901_PA05AWAY04,C,C1,C,C2,0,0
MIZZ_TXAM_0329201901_PA05AWAY05,C,C2,F,F2,0,0
MIZZ_TXAM_0329201901_PA05AWAY06,F,F2,F,F3,0,0
MIZZ_TXAM_0329201901_PA06HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA06HOME02,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA06HOME03,A,A2,B,B2,0,0
MIZZ_TXAM_0329201901_PA06HOME04,B,B2,C,C2,0,0
MIZZ_TXAM_0329201901_PA06HOME05,C,C2,C,C3,0,0
MIZZ_TXAM_0329201901_PA07AWAY01,A,A0,A,A1,0,2
MIZZ_TXAM_0329201901_PA07AWAY02,A,A1,B,B1,0,2
MIZZ_TXAM_0329201901_PA07AWAY03,B,B1,B,B2,0,2
MIZZ_TXAM_0329201901_PA07AWAY04,B,B2,A,A2,2,2
MIZZ_TXAM_0329201901_PA07AWAY05,A,A2,A,A3,0,0
MIZZ_TXAM_0329201901_PA08HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA08HOME02,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA08HOME03,A,A2,B,B2,0,0
MIZZ_TXAM_0329201901_PA08HOME04,B,B2,B,B3,0,0
MIZZ_TXAM_0329201901_PA09AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA09AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA09AWAY03,A,A2,B,B2,0,0
MIZZ_TXAM_0329201901_PA09AWAY04,B,B2,C,C2,0,0
MIZZ_TXAM_0329201901_PA09AWAY05,C,C2,C,C3,0,0
MIZZ_TXAM_0329201901_PA10HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA10HOME02,A,A1,B,B1,0,0
MIZZ_TXAM_0329201901_PA10HOME03,B,B1,B,B2,0,0
MIZZ_TXAM_0329201901_PA10HOME04,B,B2,E,E2,0,0
MIZZ_TXAM_0329201901_PA10HOME06,E,E2,E,E3,0,0
MIZZ_TXAM_0329201901_PA11AWAY04,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA11AWAY05,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA11AWAY06,A,A2,A,A3,0,0
MIZZ_TXAM_0329201901_PA12HOME01,A,A0,B,B0,0,2
MIZZ_TXAM_0329201901_PA12HOME02,B,B0,E,E0,0,2
MIZZ_TXAM_0329201901_PA12HOME03,E,E0,E,E1,0,2
MIZZ_TXAM_0329201901_PA12HOME04,E,E1,G,G1,0,2
MIZZ_TXAM_0329201901_PA12HOME05,G,G1,C,C1,2,2
MIZZ_TXAM_0329201901_PA12HOME07,C,C1,C,C2,0,0
MIZZ_TXAM_0329201901_PA12HOME08,C,C2,C,C3,0,0
MIZZ_TXAM_0329201901_PA13AWAY01,A,A0,A,A1,0,1
MIZZ_TXAM_0329201901_PA13AWAY02,A,A1,C,C1,0,1
MIZZ_TXAM_0329201901_PA13AWAY03,C,C1,C,C2,0,1
MIZZ_TXAM_0329201901_PA13AWAY04,C,C2,C,C2,1,1
MIZZ_TXAM_0329201901_PA13AWAY06,C,C2,C,C3,0,0
MIZZ_TXAM_0329201901_PA14HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA14HOME02,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA14HOME04,A,A2,A,A3,0,0
MIZZ_TXAM_0329201901_PA15AWAY04,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA15AWAY05,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA15AWAY06,A,A2,B,B2,0,0
MIZZ_TXAM_0329201901_PA15AWAY07,B,B2,E,E2,0,0
MIZZ_TXAM_0329201901_PA15AWAY08,E,E2,E,E3,0,0
MIZZ_TXAM_0329201901_PA16HOME01,A,A0,B,B0,0,4
MIZZ_TXAM_0329201901_PA16HOME02,B,B0,C,C0,0,4
MIZZ_TXAM_0329201901_PA16HOME03,C,C0,C,C1,0,4
MIZZ_TXAM_0329201901_PA16HOME04,C,C1,E,E1,0,4
MIZZ_TXAM_0329201901_PA16HOME05,E,E1,H,H1,1,4
MIZZ_TXAM_0329201901_PA16HOME06,H,H1,G,G1,1,3
MIZZ_TXAM_0329201901_PA16HOME07,G,G1,D,D2,1,2
MIZZ_TXAM_0329201901_PA16HOME08,D,D2,A,A2,1,1
MIZZ_TXAM_0329201901_PA16HOME09,A,A2,A,A3,0,0
MIZZ_TXAM_0329201901_PA17AWAY02,A,A0,A,A1,0,0
MIZZ_TXAM_0329201901_PA17AWAY03,A,A1,A,A2,0,0
MIZZ_TXAM_0329201901_PA17AWAY04,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA01AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA01AWAY02,A,A1,B,B1,0,0
MIZZ_TXAM_0330201901_PA01AWAY03,B,B1,E,E1,0,0
MIZZ_TXAM_0330201901_PA01AWAY04,E,E1,E,E2,0,0
MIZZ_TXAM_0330201901_PA01AWAY05,E,E2,E,E3,0,0
MIZZ_TXAM_0330201901_PA02HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA02HOME02,A,A1,B,B1,0,0
MIZZ_TXAM_0330201901_PA02HOME03,B,B1,E,E1,0,0
MIZZ_TXAM_0330201901_PA02HOME04,E,E1,E,E2,0,0
MIZZ_TXAM_0330201901_PA02HOME05,E,E2,E,E3,0,0
MIZZ_TXAM_0330201901_PA03AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA03AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA03AWAY03,A,A2,B,B2,0,0
MIZZ_TXAM_0330201901_PA03AWAY04,B,B2,B,B3,0,0
MIZZ_TXAM_0330201901_PA04HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA04HOME02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA04HOME03,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA05AWAY01,A,A0,B,B0,0,0
MIZZ_TXAM_0330201901_PA05AWAY02,B,B0,B,B1,0,0
MIZZ_TXAM_0330201901_PA05AWAY03,B,B1,A,A2,0,0
MIZZ_TXAM_0330201901_PA05AWAY04,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA06HOME01,A,A0,B,B0,0,0
MIZZ_TXAM_0330201901_PA06HOME02,B,B0,A,A2,0,0
MIZZ_TXAM_0330201901_PA06HOME03,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA07AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA07AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA07AWAY03,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA08HOME01,A,A0,B,B0,0,0
MIZZ_TXAM_0330201901_PA08HOME02,B,B0,B,B1,0,0
MIZZ_TXAM_0330201901_PA08HOME03,B,B1,A,A3,0,0
MIZZ_TXAM_0330201901_PA09AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA09AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA09AWAY03,A,A2,B,B2,0,0
MIZZ_TXAM_0330201901_PA09AWAY05,B,B2,E,E2,0,0
MIZZ_TXAM_0330201901_PA09AWAY06,E,E2,E,E3,0,0
MIZZ_TXAM_0330201901_PA10HOME01,A,A0,B,B0,0,1
MIZZ_TXAM_0330201901_PA10HOME02,B,B0,E,E0,0,1
MIZZ_TXAM_0330201901_PA10HOME03,E,E0,G,G1,0,1
MIZZ_TXAM_0330201901_PA10HOME04,G,G1,H,H1,0,1
MIZZ_TXAM_0330201901_PA10HOME05,H,H1,H,H1,1,1
MIZZ_TXAM_0330201901_PA10HOME06,H,H1,E,E3,0,0
MIZZ_TXAM_0330201901_PA11AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA11AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA11AWAY03,A,A2,B,B2,0,0
MIZZ_TXAM_0330201901_PA11AWAY04,B,B2,B,B3,0,0
MIZZ_TXAM_0330201901_PA12HOME01,A,A0,A,A1,0,1
MIZZ_TXAM_0330201901_PA12HOME02,A,A1,B,B1,0,1
MIZZ_TXAM_0330201901_PA12HOME03,B,B1,C,C1,0,1
MIZZ_TXAM_0330201901_PA12HOME04,C,C1,E,E1,0,1
MIZZ_TXAM_0330201901_PA12HOME05,E,E1,C,C2,1,1
MIZZ_TXAM_0330201901_PA12HOME06,C,C2,D,D2,0,0
MIZZ_TXAM_0330201901_PA12HOME07,D,D2,D,D3,0,0
MIZZ_TXAM_0330201901_PA13AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA13AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA13AWAY03,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA14HOME01,A,A0,C,C0,0,0
MIZZ_TXAM_0330201901_PA14HOME02,C,C0,D,D1,0,0
MIZZ_TXAM_0330201901_PA14HOME03,D,D1,D,D2,0,0
MIZZ_TXAM_0330201901_PA14HOME04,D,D2,D,D3,0,0
MIZZ_TXAM_0330201901_PA15AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA15AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA15AWAY04,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA16HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA16HOME02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA16HOME03,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA17AWAY05,A,A0,A,A1,0,2
MIZZ_TXAM_0330201901_PA17AWAY06,A,A1,B,B1,0,2
MIZZ_TXAM_0330201901_PA17AWAY08,B,B1,B,B2,0,2
MIZZ_TXAM_0330201901_PA17AWAY10,B,B2,A,A2,2,2
MIZZ_TXAM_0330201901_PA17AWAY11,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA18HOME03,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA18HOME04,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA18HOME05,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA19AWAY02,A,A0,C,C0,0,0
MIZZ_TXAM_0330201901_PA19AWAY03,C,C0,B,B1,0,0
MIZZ_TXAM_0330201901_PA19AWAY04,B,B1,B,B2,0,0
MIZZ_TXAM_0330201901_PA19AWAY05,B,B2,B,B3,0,0
MIZZ_TXAM_0330201901_PA20HOME02,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA20HOME04,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA20HOME05,A,A2,B,B2,0,0
MIZZ_TXAM_0330201901_PA20HOME06,B,B2,E,E2,0,0
MIZZ_TXAM_0330201901_PA20HOME08,E,E2,E,E3,0,0
MIZZ_TXAM_0330201901_PA21AWAY04,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA21AWAY05,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA21AWAY06,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA22HOME02,A,A0,B,B0,0,0
MIZZ_TXAM_0330201901_PA22HOME03,B,B0,A,A2,0,0
MIZZ_TXAM_0330201901_PA22HOME04,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA23AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA23AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA23AWAY03,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA24HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA24HOME02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA24HOME03,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA25AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA25AWAY02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA25AWAY03,A,A2,B,B2,0,0
MIZZ_TXAM_0330201901_PA25AWAY04,B,B2,B,B3,0,0
MIZZ_TXAM_0330201901_PA26HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA26HOME02,A,A1,A,A2,0,0
MIZZ_TXAM_0330201901_PA26HOME03,A,A2,A,A3,0,0
MIZZ_TXAM_0330201901_PA27AWAY01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA27AWAY02,A,A1,B,B1,0,0
MIZZ_TXAM_0330201901_PA27AWAY03,B,B1,C,C1,0,0
MIZZ_TXAM_0330201901_PA27AWAY04,C,C1,E,E1,0,0
MIZZ_TXAM_0330201901_PA27AWAY05,E,E1,H,H1,0,0
MIZZ_TXAM_0330201901_PA27AWAY06,H,H1,H,H2,0,0
MIZZ_TXAM_0330201901_PA27AWAY07,H,H2,H,H3,0,0
MIZZ_TXAM_0330201901_PA28HOME01,A,A0,A,A1,0,0
MIZZ_TXAM_0330201901_PA28HOME02,A,A1,B,B1,0,0
MIZZ_TXAM_0330201901_PA28HOME03,B,B1,B,B2,0,0
MIZZ_TXAM_0330201901_PA28HOME04,B,B2,B,B3,0,0
