"Sequence","GameID","PlateAppID","NumComponents","startOuts","startOnFirst","startOnSecond","startOnThird","startBaseState","startBaseOutState","endOuts","endOnFirst","endOnSecond","endOnThird","endBaseState","FinalBaseOutState","TotalRPrime","R"
1,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA01AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
2,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA01AWAY02",1,1,NA,NA,NA,"A","A1",1,"Mccullough",NA,NA,"B","B1",0,0
3,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA01AWAY03",2,1,"Mccullough",NA,NA,"B","B1",1,"Gentry","Mccullough",NA,"E","E1",0,0
4,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA01AWAY04",3,1,"Gentry","Mccullough",NA,"E","E1",3,NA,NA,"Mccullough","D","D3",0,0
5,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA02HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
6,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA02HOME02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
7,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA02HOME03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
8,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA03AWAY01",2,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
9,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA03AWAY02",1,1,NA,NA,NA,"A","A1",1,"Breaux",NA,NA,"B","B1",0,0
10,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA03AWAY03",2,1,"Breaux",NA,NA,"B","B1",1,"Robinson","Breaux",NA,"E","E1",0,0
11,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA03AWAY04",1,1,"Robinson","Breaux",NA,"E","E1",2,"Robinson","Breaux",NA,"E","E2",0,0
12,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA03AWAY05",1,2,"Robinson","Breaux",NA,"E","E2",3,"Robinson","Breaux",NA,"E","E3",0,0
13,"ABAM_GEOR_0517201901","ABAM_GEOR_0517201901_PA04HOME01",1,0,NA,NA,NA,"A","A0",0,"Talley",NA,NA,"B","B0",0,2
