"Sequence","GameID","PlateAppID","NumComponents","startOuts","startOnFirst","startOnSecond","startOnThird","startBaseState","startBaseOutState","endOuts","endOnFirst","endOnSecond","endOnThird","endBaseState","FinalBaseOutState","TotalRPrime","R"
1,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA01AWAY02",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
2,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA01AWAY03",1,1,NA,NA,NA,"A","A1",1,NA,"Bleday",NA,"C","C1",0,0
3,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA01AWAY04",1,1,NA,"Bleday",NA,"C","C1",2,NA,"Bleday",NA,"C","C2",0,0
4,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA01AWAY05",1,2,NA,"Bleday",NA,"C","C2",3,NA,"Bleday",NA,"C","C3",0,0
5,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA02HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
6,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA02HOME02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
7,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA02HOME03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
8,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA03AWAY01",1,0,NA,NA,NA,"A","A0",0,"Duvall",NA,NA,"B","B0",0,4
9,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA03AWAY02",2,0,"Duvall",NA,NA,"B","B0",0,NA,NA,NA,"A","A0",2,4
10,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA03AWAY04",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,2
11,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA03AWAY05",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,2
12,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA03AWAY06",1,2,NA,NA,NA,"A","A2",2,"Infante",NA,NA,"B","B2",0,2
13,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA03AWAY07",2,2,"Infante",NA,NA,"B","B2",2,"Martin","Infante",NA,"E","E2",0,2
14,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA03AWAY08",3,2,"Martin","Infante",NA,"E","E2",2,"Bleday","Martin","Infante","H","H2",0,2
15,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA03AWAY09",5,2,"Bleday","Martin","Infante","H","H2",2,NA,"Paul","Bleday","G","G2",2,2
16,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA03AWAY11",1,2,NA,"Paul","Bleday","G","G2",3,NA,"Paul","Bleday","G","G3",0,0
17,"VAND_SCAR_0505201902","VAND_SCAR_0505201902_PA04HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
