"Sequence","GameID","PlateAppID","NumComponents","startOuts","startOnFirst","startOnSecond","startOnThird","startBaseState","startBaseOutState","endOuts","endOnFirst","endOnSecond","endOnThird","endBaseState","FinalBaseOutState","TotalRPrime","R"
1,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA01AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
2,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA01AWAY02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
3,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA01AWAY03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
4,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA02HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,3
5,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA02HOME02",1,1,NA,NA,NA,"A","A1",1,"Charleston",NA,NA,"B","B1",0,3
6,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA02HOME03",2,1,"Charleston",NA,NA,"B","B1",1,"Lipcius",NA,"Charleston","F","F1",0,3
7,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA02HOME04",3,1,"Lipcius",NA,"Charleston","F","F1",1,NA,"Soularie","Lipcius","G","G1",1,3
8,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA02HOME06",3,1,NA,"Soularie","Lipcius","G","G1",2,NA,NA,"Soularie","D","D2",1,2
9,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA02HOME07",1,2,NA,NA,"Soularie","D","D2",2,"Mascia",NA,"Soularie","F","F2",0,1
10,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA02HOME08",3,2,"Mascia",NA,"Soularie","F","F2",3,NA,"Martinez",NA,"C","C3",1,1
11,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA03AWAY01",1,0,NA,NA,NA,"A","A0",0,NA,NA,NA,"A","A0",1,1
12,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA03AWAY02",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
13,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA03AWAY03",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
14,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA03AWAY04",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
15,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA04HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,1
16,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA04HOME02",1,1,NA,NA,NA,"A","A1",1,"Ferguson",NA,NA,"B","B1",0,1
17,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA04HOME03",3,1,"Ferguson",NA,NA,"B","B1",2,NA,NA,"Ferguson","D","D2",0,1
18,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA04HOME04",2,2,NA,NA,"Ferguson","D","D2",2,NA,"Charleston","Ferguson","G","G2",0,1
19,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA04HOME05",2,2,NA,"Charleston","Ferguson","G","G2",2,"Lipcius",NA,"Ferguson","F","F2",1,1
20,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA04HOME06",2,2,"Lipcius",NA,"Ferguson","F","F2",2,"Soularie","Lipcius","Ferguson","H","H2",0,0
21,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA04HOME07",3,2,"Soularie","Lipcius","Ferguson","H","H2",2,"Derkay","Soularie","Lipcius","H","H2",0,0
22,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA04HOME08",1,2,"Derkay","Soularie","Lipcius","H","H2",3,"Derkay","Soularie","Lipcius","H","H3",0,0
23,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA05AWAY01",1,0,NA,NA,NA,"A","A0",0,NA,NA,NA,"A","A0",1,2
24,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA05AWAY02",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,1
25,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA05AWAY03",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,1
26,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA05AWAY04",1,2,NA,NA,NA,"A","A2",2,NA,"Campbell",NA,"C","C2",0,1
27,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA05AWAY05",2,2,NA,"Campbell",NA,"C","C2",2,"Hopkins",NA,"Campbell","F","F2",0,1
28,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA05AWAY06",2,2,"Hopkins",NA,"Campbell","F","F2",2,NA,NA,"Hopkins","D","D2",1,1
29,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA05AWAY07",1,2,NA,NA,"Hopkins","D","D2",3,NA,NA,"Hopkins","D","D3",0,0
30,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA06HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
31,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA06HOME02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
32,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA06HOME03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
33,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA07AWAY01",1,0,NA,NA,NA,"A","A0",0,NA,"Berryhill",NA,"C","C0",0,0
34,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA07AWAY02",2,0,NA,"Berryhill",NA,"C","C0",0,"Brewer",NA,"Berryhill","F","F0",0,0
35,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA07AWAY03",1,0,"Brewer",NA,"Berryhill","F","F0",1,"Brewer",NA,"Berryhill","F","F1",0,0
36,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA07AWAY04",1,1,"Brewer",NA,"Berryhill","F","F1",2,"Brewer",NA,"Berryhill","F","F2",0,0
37,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA07AWAY05",1,2,"Brewer",NA,"Berryhill","F","F2",3,"Brewer",NA,"Berryhill","F","F3",0,0
38,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA08HOME01",1,0,NA,NA,NA,"A","A0",0,"Ammons",NA,NA,"B","B0",0,3
39,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA08HOME02",1,0,"Ammons",NA,NA,"B","B0",0,NA,"Ammons",NA,"C","C0",0,3
40,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA08HOME03",2,0,NA,"Ammons",NA,"C","C0",0,"Charleston",NA,"Ammons","F","F0",0,3
41,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA08HOME04",3,0,"Charleston",NA,"Ammons","F","F0",1,"Lipcius",NA,NA,"B","B1",1,3
42,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA08HOME05",2,1,"Lipcius",NA,NA,"B","B1",1,NA,"Soularie",NA,"C","C1",1,2
43,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA08HOME07",1,1,NA,"Soularie",NA,"C","C1",2,NA,"Soularie",NA,"C","C2",0,1
44,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA08HOME09",3,2,NA,"Soularie",NA,"C","C2",2,NA,"Daniels",NA,"C","C2",1,1
45,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA08HOME10",1,2,NA,"Daniels",NA,"C","C2",3,NA,"Daniels",NA,"C","C3",0,0
46,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA09AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
47,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA09AWAY02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
48,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA09AWAY03",1,2,NA,NA,NA,"A","A2",2,"Hopkins",NA,NA,"B","B2",0,0
49,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA09AWAY04",1,2,"Hopkins",NA,NA,"B","B2",3,"Hopkins",NA,NA,"B","B3",0,0
50,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA10HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
51,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA10HOME02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
52,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA10HOME03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
53,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA11AWAY01",1,0,NA,NA,NA,"A","A0",0,"Berryhill",NA,NA,"B","B0",0,1
54,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA11AWAY02",2,0,"Berryhill",NA,NA,"B","B0",0,"Brewer","Berryhill",NA,"E","E0",0,1
55,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA11AWAY03",3,0,"Brewer","Berryhill",NA,"E","E0",0,"Cullen","Brewer","Berryhill","H","H0",0,1
56,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA11AWAY05",1,0,"Cullen","Brewer","Berryhill","H","H0",1,"Cullen","Brewer","Berryhill","H","H1",0,1
57,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA11AWAY06",4,1,"Cullen","Brewer","Berryhill","H","H1",2,"Callil",NA,"Brewer","F","F2",1,1
58,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA11AWAY07",2,2,"Callil",NA,"Brewer","F","F2",3,"Callil",NA,"Brewer","F","F3",0,0
59,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME01",1,0,NA,NA,NA,"A","A0",0,"Charleston",NA,NA,"B","B0",0,4
60,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME02",1,0,"Charleston",NA,NA,"B","B0",0,NA,"Charleston",NA,"C","C0",0,4
61,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME03",1,0,NA,"Charleston",NA,"C","C0",1,NA,"Charleston",NA,"C","C1",0,4
62,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME04",1,1,NA,"Charleston",NA,"C","C1",1,NA,NA,"Charleston","D","D1",0,4
63,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME05",1,1,NA,NA,"Charleston","D","D1",1,"Soularie",NA,"Charleston","F","F1",0,4
64,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME07",1,1,"Soularie",NA,"Charleston","F","F1",1,NA,"Soularie","Charleston","G","G1",0,4
65,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME08",3,1,NA,"Soularie","Charleston","G","G1",1,"Rucker",NA,NA,"B","B1",2,4
66,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME10",2,1,"Rucker",NA,NA,"B","B1",2,NA,"Rucker",NA,"C","C2",0,2
67,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME11",2,2,NA,"Rucker",NA,"C","C2",2,"Martinez",NA,NA,"B","B2",1,2
68,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME12",2,2,"Martinez",NA,NA,"B","B2",2,NA,NA,"Gray","D","D2",1,1
69,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA12HOME13",2,2,NA,NA,"Gray","D","D2",3,NA,NA,"Gray","D","D3",0,0
70,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA13AWAY05",1,0,NA,NA,NA,"A","A0",0,"Campbell",NA,NA,"B","B0",0,0
71,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA13AWAY06",2,0,"Campbell",NA,NA,"B","B0",1,"Hopkins",NA,NA,"B","B1",0,0
72,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA13AWAY07",2,1,"Hopkins",NA,NA,"B","B1",1,"Olson","Hopkins",NA,"E","E1",0,0
73,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA13AWAY10",3,1,"Olson","Hopkins",NA,"E","E1",1,"Berryhill","Olson","Hopkins","H","H1",0,0
74,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA13AWAY12",1,1,"Berryhill","Olson","Hopkins","H","H1",2,"Berryhill","Olson","Hopkins","H","H2",0,0
75,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA13AWAY13",1,2,"Berryhill","Olson","Hopkins","H","H2",3,"Berryhill","Olson","Hopkins","H","H3",0,0
76,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA14HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,2
77,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA14HOME02",1,1,NA,NA,NA,"A","A1",1,"Charleston",NA,NA,"B","B1",0,2
78,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA14HOME03",2,1,"Charleston",NA,NA,"B","B1",1,NA,NA,NA,"A","A1",2,2
79,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA14HOME04",1,1,NA,NA,NA,"A","A1",1,"Soularie",NA,NA,"B","B1",0,0
80,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA14HOME05",2,1,"Soularie",NA,NA,"B","B1",3,NA,NA,NA,"A","A3",0,0
81,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA15AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
82,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA15AWAY02",1,1,NA,NA,NA,"A","A1",1,NA,"Callil",NA,"C","C1",0,0
83,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA15AWAY03",2,1,NA,"Callil",NA,"C","C1",2,NA,NA,"Callil","D","D2",0,0
84,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA15AWAY04",1,2,NA,NA,"Callil","D","D2",3,NA,NA,"Callil","D","D3",0,0
85,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA16HOME05",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,1
86,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA16HOME07",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,1
87,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA16HOME08",1,2,NA,NA,NA,"A","A2",2,NA,NA,NA,"A","A2",1,1
88,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA16HOME09",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
89,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA17AWAY04",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,1
90,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA17AWAY06",1,1,NA,NA,NA,"A","A1",1,NA,NA,NA,"A","A1",1,1
91,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA17AWAY08",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
92,"SCAR_TENN_0322201901","SCAR_TENN_0322201901_PA17AWAY09",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
