"Sequence","GameID","PlateAppID","NumComponents","startOuts","startOnFirst","startOnSecond","startOnThird","startBaseState","startBaseOutState","endOuts","endOnFirst","endOnSecond","endOnThird","endBaseState","FinalBaseOutState","TotalRPrime","R"
1,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA01AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
2,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA01AWAY02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
3,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA01AWAY03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
4,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA02HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
5,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA02HOME02",1,1,NA,NA,NA,"A","A1",1,NA,"Charleston",NA,"C","C1",0,0
6,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA02HOME03",1,1,NA,"Charleston",NA,"C","C1",2,NA,"Charleston",NA,"C","C2",0,0
7,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA02HOME05",1,2,NA,"Charleston",NA,"C","C2",2,NA,NA,"Charleston","D","D2",0,0
8,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA02HOME06",1,2,NA,NA,"Charleston","D","D2",3,NA,NA,"Charleston","D","D3",0,0
9,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA03AWAY01",1,0,NA,NA,NA,"A","A0",0,"Zabowski",NA,NA,"B","B0",0,1
10,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA03AWAY02",2,0,"Zabowski",NA,NA,"B","B0",0,"Olenek","Zabowski",NA,"E","E0",0,1
11,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA03AWAY03",2,0,"Olenek","Zabowski",NA,"E","E0",1,"Olenek",NA,"Zabowski","F","F1",0,1
12,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA03AWAY05",2,1,"Olenek",NA,"Zabowski","F","F1",1,NA,"Olenek",NA,"C","C1",1,1
13,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA03AWAY06",1,1,NA,"Olenek",NA,"C","C1",2,NA,"Olenek",NA,"C","C2",0,0
14,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA03AWAY07",2,2,NA,"Olenek",NA,"C","C2",3,NA,"Olenek",NA,"C","C3",0,0
15,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA04HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
16,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA04HOME02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
17,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA04HOME03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
18,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA05AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,3
19,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA05AWAY02",1,1,NA,NA,NA,"A","A1",1,"Dillard",NA,NA,"B","B1",0,3
20,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA05AWAY03",1,1,"Dillard",NA,NA,"B","B1",1,NA,"Dillard",NA,"C","C1",0,3
21,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA05AWAY04",1,1,NA,"Dillard",NA,"C","C1",1,"Kessinger","Dillard",NA,"E","E1",0,3
22,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA05AWAY05",3,1,"Kessinger","Dillard",NA,"E","E1",1,NA,NA,NA,"A","A1",3,3
23,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA05AWAY06",2,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
24,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA05AWAY07",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
25,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA06HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
26,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA06HOME03",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
27,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA06HOME04",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
28,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA07AWAY02",1,0,NA,NA,NA,"A","A0",0,"Graham",NA,NA,"B","B0",0,1
29,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA07AWAY03",2,0,"Graham",NA,NA,"B","B0",1,NA,"Graham",NA,"C","C1",0,1
30,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA07AWAY04",2,1,NA,"Graham",NA,"C","C1",1,"Servideo",NA,"Graham","F","F1",0,1
31,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA07AWAY06",3,1,"Servideo",NA,"Graham","F","F1",2,NA,"Servideo",NA,"C","C2",1,1
32,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA07AWAY07",1,2,NA,"Servideo",NA,"C","C2",3,NA,"Servideo",NA,"C","C3",0,0
33,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA08HOME01",2,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,1
34,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA08HOME02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,1
35,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA08HOME03",1,2,NA,NA,NA,"A","A2",2,NA,"Soularie",NA,"C","C2",0,1
36,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA08HOME04",2,2,NA,"Soularie",NA,"C","C2",2,"Russell",NA,NA,"B","B2",1,1
37,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA08HOME05",1,2,"Russell",NA,NA,"B","B2",3,"Russell",NA,NA,"B","B3",0,0
38,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA09AWAY01",1,0,NA,NA,NA,"A","A0",0,"Kessinger",NA,NA,"B","B0",0,0
39,"OMSS_TENN_0518201901","OMSS_TENN_0518201901_PA09AWAY02",2,0,"Kessinger",NA,NA,"B","B0",0,"Keenan","Kessinger",NA,"E","E0",0,0
