"Sequence","GameID","PlateAppID","NumComponents","startOuts","startOnFirst","startOnSecond","startOnThird","startBaseState","startBaseOutState","endOuts","endOnFirst","endOnSecond","endOnThird","endBaseState","FinalBaseOutState","TotalRPrime","R"
1,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA01AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
2,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA01AWAY02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
3,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA01AWAY03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
4,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA02HOME01",2,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
5,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA02HOME02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
6,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA02HOME03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
7,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA03AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
8,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA03AWAY02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
9,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA03AWAY03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
10,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA04HOME01",2,0,NA,NA,NA,"A","A0",0,NA,"Cable",NA,"C","C0",0,0
11,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA04HOME02",1,0,NA,"Cable",NA,"C","C0",1,NA,"Cable",NA,"C","C1",0,0
12,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA04HOME03",1,1,NA,"Cable",NA,"C","C1",2,NA,"Cable",NA,"C","C2",0,0
13,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA04HOME04",1,2,NA,"Cable",NA,"C","C2",3,NA,"Cable",NA,"C","C3",0,0
14,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA05AWAY01",1,0,NA,NA,NA,"A","A0",0,"Acton",NA,NA,"B","B0",0,0
15,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA05AWAY03",1,0,"Acton",NA,NA,"B","B0",1,"Acton",NA,NA,"B","B1",0,0
16,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA05AWAY04",1,1,"Acton",NA,NA,"B","B1",2,NA,NA,NA,"A","A2",0,0
17,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA05AWAY05",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
18,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA06HOME01",1,0,NA,NA,NA,"A","A0",0,"Meadows",NA,NA,"B","B0",0,5
19,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA06HOME02",2,0,"Meadows",NA,NA,"B","B0",1,NA,"Meadows",NA,"C","C1",0,5
20,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA06HOME03",1,1,NA,"Meadows",NA,"C","C1",1,"Maxwell","Meadows",NA,"E","E1",0,5
21,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA06HOME04",3,1,"Maxwell","Meadows",NA,"E","E1",1,NA,"King","Maxwell","G","G1",1,5
22,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA06HOME06",3,1,NA,"King","Maxwell","G","G1",1,"Talley",NA,"Maxwell","F","F1",2,4
23,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA06HOME07",1,1,"Talley",NA,"Maxwell","F","F1",2,"Talley",NA,"Maxwell","F","F2",0,2
24,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA06HOME08",2,2,"Talley",NA,"Maxwell","F","F2",2,NA,NA,NA,"A","A2",2,2
25,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA06HOME09",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
26,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA07AWAY04",1,0,NA,NA,NA,"A","A0",0,NA,NA,NA,"A","A0",1,1
27,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA07AWAY05",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
28,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA07AWAY06",1,1,NA,NA,NA,"A","A1",1,NA,"Maldonado",NA,"C","C1",0,0
29,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA07AWAY07",1,1,NA,"Maldonado",NA,"C","C1",2,NA,"Maldonado",NA,"C","C2",0,0
30,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA07AWAY08",1,2,NA,"Maldonado",NA,"C","C2",2,"Smith","Maldonado",NA,"E","E2",0,0
31,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA07AWAY09",1,2,"Smith","Maldonado",NA,"E","E2",3,"Smith","Maldonado",NA,"E","E3",0,0
32,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA08HOME01",2,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
33,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA08HOME02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
34,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA08HOME04",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
35,"FLOR_GEOR_0505201901","FLOR_GEOR_0505201901_PA09AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
