"Sequence","GameID","PlateAppID","NumComponents","startOuts","startOnFirst","startOnSecond","startOnThird","startBaseState","startBaseOutState","endOuts","endOnFirst","endOnSecond","endOnThird","endBaseState","FinalBaseOutState","TotalRPrime","R"
1,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA01AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
2,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA01AWAY02",2,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
3,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA01AWAY03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
4,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA02HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
5,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA02HOME02",1,1,NA,NA,NA,"A","A1",1,"Martin",NA,NA,"B","B1",0,0
6,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA02HOME03",1,1,"Martin",NA,NA,"B","B1",2,"Martin",NA,NA,"B","B2",0,0
7,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA02HOME04",2,2,"Martin",NA,NA,"B","B2",2,"Scott","Martin",NA,"E","E2",0,0
8,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA02HOME05",2,2,"Scott","Martin",NA,"E","E2",3,"Clarke","Martin",NA,"E","E3",0,0
9,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA03AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
10,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA03AWAY02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
11,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA03AWAY03",1,2,NA,NA,NA,"A","A2",3,NA,NA,NA,"A","A3",0,0
12,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA04HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
13,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA04HOME02",1,1,NA,NA,NA,"A","A1",2,NA,NA,NA,"A","A2",0,0
14,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA04HOME04",1,2,NA,NA,NA,"A","A2",2,"Duvall",NA,NA,"B","B2",0,0
15,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA04HOME05",2,2,"Duvall",NA,NA,"B","B2",2,"Infante","Duvall",NA,"E","E2",0,0
16,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA04HOME06",1,2,"Infante","Duvall",NA,"E","E2",3,"Infante","Duvall",NA,"E","E3",0,0
17,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA05AWAY01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,0
18,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA05AWAY02",1,1,NA,NA,NA,"A","A1",1,"Reese",NA,NA,"B","B1",0,0
19,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA05AWAY03",1,1,"Reese",NA,NA,"B","B1",2,NA,NA,NA,"A","A2",0,0
20,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA05AWAY04",1,2,NA,NA,NA,"A","A2",2,"Smith",NA,NA,"B","B2",0,0
21,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA05AWAY05",2,2,"Smith",NA,NA,"B","B2",2,"Young","Smith",NA,"E","E2",0,0
22,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA05AWAY06",2,2,"Young","Smith",NA,"E","E2",2,NA,"Young","Smith","G","G2",0,0
23,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA05AWAY07",1,2,NA,"Young","Smith","G","G2",2,"Mcconnell","Young","Smith","H","H2",0,0
24,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA05AWAY08",1,2,"Mcconnell","Young","Smith","H","H2",3,"Mcconnell","Young","Smith","H","H3",0,0
25,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA06HOME01",1,0,NA,NA,NA,"A","A0",1,NA,NA,NA,"A","A1",0,6
26,"FLOR_VAND_0322201901","FLOR_VAND_0322201901_PA06HOME02",1,1,NA,NA,NA,"A","A1",1,"Bleday",NA,NA,"B","B1",0,6
