Sequence,GameID,PlateAppID,NumComponents,startOuts,startOnFirst,startOnSecond,startOnThird,startBaseState,startBaseOutState,endOuts,endOnFirst,endOnSecond,endOnThird,endBaseState,FinalBaseOutState,TotalRPrime,R
1,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA01AWAY01,1,0,NA,NA,NA,A,A0,0,Auerbach,NA,NA,B,B0,0,1
2,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA01AWAY02,1,0,Auerbach,NA,NA,B,B0,1,Auerbach,NA,NA,B,B1,0,1
3,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA01AWAY03,1,1,Auerbach,NA,NA,B,B1,1,NA,Auerbach,NA,C,C1,0,1
4,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA01AWAY04,1,1,NA,Auerbach,NA,C,C1,1,Gentry,Auerbach,NA,E,E1,0,1
5,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA01AWAY05,1,1,Gentry,Auerbach,NA,E,E1,2,NA,Auerbach,NA,C,C2,0,1
6,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA01AWAY06,3,2,NA,Auerbach,NA,C,C2,3,NA,Gentry,Auerbach,G,G3,0,1
7,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA01AWAY07,3,3,NA,Gentry,Auerbach,G,G3,3,Reeves,NA,Gentry,F,F3,1,1
8,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA01AWAY08,2,3,Reeves,NA,Gentry,F,F3,4,NA,Reeves,NA,C,C4,0,0
9,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA02HOME02,1,0,NA,NA,NA,A,A0,0,Maxwell,NA,NA,B,B0,0,0
10,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA02HOME03,1,0,Maxwell,NA,NA,B,B0,1,King,NA,NA,B,B1,0,0
11,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA02HOME04,2,1,King,NA,NA,B,B1,1,Schunk,King,NA,E,E1,0,0
12,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA02HOME05,1,1,Schunk,King,NA,E,E1,2,Schunk,King,NA,E,E2,0,0
13,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA02HOME06,3,2,Schunk,King,NA,E,E2,3,NA,Schunk,King,G,G3,0,0
14,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA03AWAY01,1,0,NA,NA,NA,A,A0,1,NA,NA,NA,A,A1,0,0
15,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA03AWAY02,1,1,NA,NA,NA,A,A1,2,NA,NA,NA,A,A2,0,0
16,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA03AWAY03,1,2,NA,NA,NA,A,A2,3,NA,NA,NA,A,A3,0,0
17,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA04HOME01,1,0,NA,NA,NA,A,A0,1,NA,NA,NA,A,A1,0,0
18,ABAM_GEOR_0518201901,ABAM_GEOR_0518201901_PA04HOME02,1,1,NA,NA,NA,A,A1,2,NA,NA,NA,A,A2,0,0
