GameID,PlateAppID,HomeAway,BatterName,BatterHole,CountBalls,CountStrikes,pitchBalls,pitchFouls,pitchKSwing,pitchKLook,pitchBIPs,Pitches,BIP,H,Bases,Singles,Doubles,Triples,HR,HitLocation,HitQuality,HitType,INFH,FO,FOLocation,FOQuality,FOType,DP,DPType,Reach,RBOE,FC,SAC,SF,BB,IBB,UBB,SO,KSwing,KLook,UCTS,SOReach,HBP,TrueOutcome,BasesAdded,RunsAdded,OutsAdded,bostartOuts,bostartOnFirst,bostartOnSecond,bostartOnThird,bostartBaseState,bostartBaseOutState,boendOuts,boendOnFirst,boendOnSecond,boendOnThird,boendBaseState,boendBaseOutState
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA01AWAY01,away,Auerbach,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,fly ball,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,A,A0,1,NA,NA,NA,A,A1
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA01AWAY02,away,Mccullough,2,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,soft,ground ball,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,A,A1,2,NA,NA,NA,A,A2
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA01AWAY03,away,Gentry,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,2,NA,NA,NA,A,A2,3,NA,NA,NA,A,A3
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA02HOME01,home,Maxwell,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,fly ball,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,A,A0,1,NA,NA,NA,A,A1
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA02HOME02,home,King,2,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,A,A1,2,NA,NA,NA,A,A2
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA02HOME03,home,Schunk,3,2,2,0,0,1,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,A,A2,3,NA,NA,NA,A,A3
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA03AWAY01,away,Williamson,4,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to lf,medium,fly ball,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,A,A0,1,NA,NA,NA,A,A1
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA03AWAY02,away,Reeves,5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,False,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,1,NA,NA,NA,A,A1,2,NA,NA,NA,A,A2
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA03AWAY03,away,Breaux,6,1,2,1,0,0,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,soft,fly ball,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,A,A2,3,NA,NA,NA,A,A3
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA04HOME01,home,Talley,4,1,2,0,0,0,0,1,1,1,1,1,1,0,0,0,second base,medium,ground ball,1,0,NA,NA,NA,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,A,A0,0,Talley,NA,NA,B,B0
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA04HOME02,home,Cable,5,1,2,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,soft,ground ball,0,46,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Talley,NA,NA,B,B0,1,Talley,NA,NA,B,B1
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA04HOME03,home,Shepherd,6,0,2,1,0,1,0,1,3,1,1,4,0,0,0,1,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,0,2,NA,NA,NA,A,A2,2,NA,NA,NA,A,A2
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA04HOME04,home,Sullivan,7,,,0,0,0,0,1,1,1,1,1,1,0,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,NA,NA,NA,A,A2,2,Sullivan,NA,NA,B,B2
ABAM_GEOR_0516201901,ABAM_GEOR_0516201901_PA04HOME05,home,Meadows,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,Sullivan,NA,NA,B,B2,3,Sullivan,NA,NA,B,B3
