GameID,PlateAppID,SubType,PlayerOut,PlayerIn,SubbedPos
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA14HOME01,Thompson,Harper,p
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA15AWAY01,Hess,Fontenot,p
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA16HOME02,Harper,Daniels,p
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA16HOME06,Daniels,Ramsey,p
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA18HOME06,Ramsey,Coleman,p
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA19AWAY03,Collett,Curtis,pr
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA22HOME01,Coleman,Lockhart,p
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA23AWAY05,NA,Curtis,dh
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA24HOME05,Bianco,Digiacomo,ph
KENT_LSTU_0316201901,KENT_LSTU_0316201901_PA24HOME06,Lockhart,Johnson,p
