GameID,PlateAppID,SubType,PlayerOut,PlayerIn,SubbedPos
TENN_KENT_0418201901,TENN_KENT_0418201901_PA13AWAY01,Ramsey,Harper,p
TENN_KENT_0418201901,TENN_KENT_0418201901_PA13AWAY02,NA,Shinn,rf
TENN_KENT_0418201901,TENN_KENT_0418201901_PA13AWAY03,NA,Kessler,3b
TENN_KENT_0418201901,TENN_KENT_0418201901_PA13AWAY04,NA,Daniel,lf
TENN_KENT_0418201901,TENN_KENT_0418201901_PA13AWAY05,Johnson,Gei,c
TENN_KENT_0418201901,TENN_KENT_0418201901_PA14HOME05,Crochet,Schultz,p
TENN_KENT_0418201901,TENN_KENT_0418201901_PA15AWAY05,Russell,Derkay,ph
TENN_KENT_0418201901,TENN_KENT_0418201901_PA16HOME01,NA,Derkay,dh
TENN_KENT_0418201901,TENN_KENT_0418201901_PA17AWAY01,Harper,Lockhart,p
TENN_KENT_0418201901,TENN_KENT_0418201901_PA18HOME03,Reed,Ellington,pr
TENN_KENT_0418201901,TENN_KENT_0418201901_PA18HOME05,Schultz,Walsh,p
TENN_KENT_0418201901,TENN_KENT_0418201901_PA18HOME07,Gei,Adams,ph
