,PlayerID,ID,GameID,PlateAppID,HomeAway,BatterName,BatterHole,CountBalls,CountStrikes,pitchBalls,pitchFouls,pitchKSwing,pitchKLook,pitchBIPs,Pitches,BIP,H,Bases,Singles,Doubles,Triples,HR,HitLocation,HitQuality,HitType,INFH,FO,FOLocation,FOQuality,FOType,DP,DPType,Reach,RBOE,FC,SAC,SF,BB,IBB,UBB,SO,KSwing,KLook,UCTS,SOReach,HBP,TrueOutcome
1588,An_Servid_OMSS_03,4225,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA06HOME04,home,Servideo,9,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3306,An_Servid_OMSS_03,4137,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA06HOME04,home,Servideo,9,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
1589,Ry_Olenek_OMSS_02,4226,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA06HOME05,home,Olenek,1,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3307,Ry_Olenek_OMSS_02,4138,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA06HOME05,home,Olenek,1,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3308,Gr_Kessin_OMSS_15,4139,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA06HOME06,home,Kessinger,2,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4440,Gr_Kessin_OMSS_15,4227,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA06HOME06,home,Kessinger,2,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3309,Ty_Keenan_OMSS_10,4140,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA06HOME07,home,Keenan,3,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4441,Ty_Keenan_OMSS_10,4228,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA06HOME07,home,Keenan,3,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3310,Sa_Miozzi_FLOR_05,4141,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY02,away,Miozzi,9,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4442,Sa_Miozzi_FLOR_05,4229,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY02,away,Miozzi,9,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3311,Br_Mcconn_FLOR_13,4142,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY03,away,Mcconnell,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4443,Br_Mcconn_FLOR_13,4230,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY03,away,Mcconnell,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3312,Co_Acton0_FLOR_22,4143,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY05,away,Acton,2,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,shallow infield,soft,ground ball,1,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4484,Co_Acton0_FLOR_22,4231,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY05,away,Acton,2,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,shallow infield,soft,ground ball,1,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3313,Ne_Maldon_FLOR_27,4144,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY06,away,Maldonado,3,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,1,0,0,0,0,0,0,0,1
4485,Ne_Maldon_FLOR_27,4232,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY06,away,Maldonado,3,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,1,0,0,0,0,0,0,0,1
3314,Ke_Calila_FLOR_06,4145,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY07,away,Calilao,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4486,Ke_Calila_FLOR_06,4233,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY07,away,Calilao,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3315,Au_Langwo_FLOR_44,4146,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY08,away,Langworthy,5,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0
4487,Au_Langwo_FLOR_44,4234,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY08,away,Langworthy,5,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3316,Wi_Dalton_FLOR_16,4147,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY09,away,Dalton,6,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,shallow infield,soft,ground ball,1,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4488,Wi_Dalton_FLOR_16,4235,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY09,away,Dalton,6,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,shallow infield,soft,ground ball,1,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3317,Ju_Fabian_FLOR_04,4148,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY11,away,Fabian,7,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4489,Ju_Fabian_FLOR_04,4236,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA07AWAY11,away,Fabian,7,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3318,Th_Dillar_OMSS_06,4149,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME01,home,Dillard,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4490,Th_Dillar_OMSS_06,4237,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME01,home,Dillard,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3319,Co_Zabows_OMSS_14,4150,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME03,home,Zabowski,5,NA,NA,-1,-1,-1,-1,-1,-1,1,1,4,0,0,0,1,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4491,Co_Zabows_OMSS_14,4238,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME03,home,Zabowski,5,NA,NA,-1,-1,-1,-1,-1,-1,1,1,4,0,0,0,1,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3320,Kn_Lopose_OMSS_04,4151,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME05,home,Loposer,6,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4492,Kn_Lopose_OMSS_04,4239,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME05,home,Loposer,6,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3321,Ke_Graham_OMSS_35,4152,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME06,home,Graham,7,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4493,Ke_Graham_OMSS_35,4240,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME06,home,Graham,7,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3322,Ch_Cockre_OMSS_11,4153,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME07,home,Cockrell,8,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4494,Ch_Cockre_OMSS_11,4241,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA08HOME07,home,Cockrell,8,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3323,Kr_Armstr_FLOR_34,4154,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA09AWAY01,away,Armstrong,8,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,1,0,0,1
4495,Kr_Armstr_FLOR_34,4242,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA09AWAY01,away,Armstrong,8,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,1,0,0,1
3324,Sa_Miozzi_FLOR_05,4155,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA09AWAY02,away,Miozzi,9,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4496,Sa_Miozzi_FLOR_05,4243,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA09AWAY02,away,Miozzi,9,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3325,Br_Mcconn_FLOR_13,4156,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA09AWAY03,away,Mcconnell,1,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4497,Br_Mcconn_FLOR_13,4244,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA09AWAY03,away,Mcconnell,1,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3326,An_Servid_OMSS_03,4157,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME01,home,Servideo,9,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,up the middle,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4498,An_Servid_OMSS_03,4245,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME01,home,Servideo,9,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,up the middle,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,Ry_Olenek_OMSS_02,4158,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME02,home,Olenek,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4499,Ry_Olenek_OMSS_02,4246,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME02,home,Olenek,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3328,Gr_Kessin_OMSS_15,4159,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME03,home,Kessinger,2,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4500,Gr_Kessin_OMSS_15,4247,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME03,home,Kessinger,2,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3329,Ty_Keenan_OMSS_10,4160,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME06,home,Keenan,3,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4501,Ty_Keenan_OMSS_10,4248,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME06,home,Keenan,3,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3330,Th_Dillar_OMSS_06,4161,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME08,home,Dillard,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4502,Th_Dillar_OMSS_06,4249,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME08,home,Dillard,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3331,Co_Zabows_OMSS_14,4162,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME09,home,Zabowski,5,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4503,Co_Zabows_OMSS_14,4250,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME09,home,Zabowski,5,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3332,Kn_Lopose_OMSS_04,4163,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME10,home,Loposer,6,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,lf line,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4504,Kn_Lopose_OMSS_04,4251,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME10,home,Loposer,6,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,lf line,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3333,Ke_Graham_OMSS_35,4164,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME11,home,Graham,7,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4505,Ke_Graham_OMSS_35,4252,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME11,home,Graham,7,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3334,Ch_Cockre_OMSS_11,4165,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME12,home,Cockrell,8,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4506,Ch_Cockre_OMSS_11,4253,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME12,home,Cockrell,8,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3335,An_Servid_OMSS_03,4166,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME13,home,Servideo,9,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4507,An_Servid_OMSS_03,4254,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME13,home,Servideo,9,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3336,Ry_Olenek_OMSS_02,4167,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME14,home,Olenek,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,up the middle,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4508,Ry_Olenek_OMSS_02,4255,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME14,home,Olenek,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,up the middle,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3337,Gr_Kessin_OMSS_15,4168,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME15,home,Kessinger,2,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,soft,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4509,Gr_Kessin_OMSS_15,4256,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME15,home,Kessinger,2,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,soft,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3338,Ty_Keenan_OMSS_10,4169,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME16,home,Keenan,3,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4510,Ty_Keenan_OMSS_10,4257,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA10HOME16,home,Keenan,3,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3339,Co_Acton0_FLOR_22,4170,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY01,away,Acton,2,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4511,Co_Acton0_FLOR_22,4258,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY01,away,Acton,2,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3340,Ne_Maldon_FLOR_27,4171,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY02,away,Maldonado,3,NA,NA,-1,-1,-1,-1,-1,-1,1,1,4,0,0,0,1,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4512,Ne_Maldon_FLOR_27,4259,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY02,away,Maldonado,3,NA,NA,-1,-1,-1,-1,-1,-1,1,1,4,0,0,0,1,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3341,Ke_Calila_FLOR_06,4172,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY03,away,Calilao,4,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4513,Ke_Calila_FLOR_06,4260,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY03,away,Calilao,4,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3639,Au_Langwo_FLOR_44,4173,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY04,away,Langworthy,5,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4514,Au_Langwo_FLOR_44,4261,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY04,away,Langworthy,5,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3640,Wi_Dalton_FLOR_16,4174,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY06,away,Dalton,6,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4515,Wi_Dalton_FLOR_16,4262,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY06,away,Dalton,6,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
3641,Ju_Fabian_FLOR_04,4175,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY08,away,Fabian,7,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4516,Ju_Fabian_FLOR_04,4263,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA11AWAY08,away,Fabian,7,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3642,Th_Dillar_OMSS_06,4176,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME01,home,Dillard,4,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4517,Th_Dillar_OMSS_06,4264,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME01,home,Dillard,4,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3643,Co_Zabows_OMSS_14,4177,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME02,home,Zabowski,5,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
