,PlayerID,ID,GameID,PlateAppID,HomeAway,BatterName,BatterHole,CountBalls,CountStrikes,pitchBalls,pitchFouls,pitchKSwing,pitchKLook,pitchBIPs,Pitches,BIP,H,Bases,Singles,Doubles,Triples,HR,HitLocation,HitQuality,HitType,INFH,FO,FOLocation,FOQuality,FOType,DP,DPType,Reach,RBOE,FC,SAC,SF,BB,IBB,UBB,SO,KSwing,KLook,UCTS,SOReach,HBP,TrueOutcome
4518,Co_Zabows_OMSS_14,4265,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME02,home,Zabowski,5,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3644,Kn_Lopose_OMSS_04,4178,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME03,home,Loposer,6,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to lf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4519,Kn_Lopose_OMSS_04,4266,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME03,home,Loposer,6,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to lf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3645,Ke_Graham_OMSS_35,4179,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME04,home,Graham,7,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left center,hard,line drive,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4520,Ke_Graham_OMSS_35,4267,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME04,home,Graham,7,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left center,hard,line drive,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3646,Ch_Cockre_OMSS_11,4180,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME06,home,Cockrell,8,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4521,Ch_Cockre_OMSS_11,4268,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA12HOME06,home,Cockrell,8,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3647,Kr_Armstr_FLOR_34,4181,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA13AWAY01,away,Armstrong,8,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4522,Kr_Armstr_FLOR_34,4269,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA13AWAY01,away,Armstrong,8,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3648,Sa_Miozzi_FLOR_05,4182,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA13AWAY02,away,Miozzi,9,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4523,Sa_Miozzi_FLOR_05,4270,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA13AWAY02,away,Miozzi,9,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3649,Br_Mcconn_FLOR_13,4183,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA13AWAY03,away,Mcconnell,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4524,Br_Mcconn_FLOR_13,4271,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA13AWAY03,away,Mcconnell,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3650,An_Servid_OMSS_03,4184,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME03,home,Servideo,9,NA,NA,-1,-1,-1,-1,-1,-1,1,1,3,0,0,1,0,right center,hard,line drive,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4525,An_Servid_OMSS_03,4272,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME03,home,Servideo,9,NA,NA,-1,-1,-1,-1,-1,-1,1,1,3,0,0,1,0,right center,hard,line drive,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3651,Ry_Olenek_OMSS_02,4185,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME05,home,Olenek,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,left center,hard,line drive,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4526,Ry_Olenek_OMSS_02,4273,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME05,home,Olenek,1,NA,NA,-1,-1,-1,-1,-1,-1,1,1,2,0,1,0,0,left center,hard,line drive,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3652,Gr_Kessin_OMSS_15,4186,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME07,home,Kessinger,2,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4527,Gr_Kessin_OMSS_15,4274,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME07,home,Kessinger,2,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3653,Ty_Keenan_OMSS_10,4187,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME08,home,Keenan,3,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4528,Ty_Keenan_OMSS_10,4275,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME08,home,Keenan,3,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3654,Th_Dillar_OMSS_06,4188,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME10,home,Dillard,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4529,Th_Dillar_OMSS_06,4276,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA14HOME10,home,Dillard,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
3655,Co_Acton0_FLOR_22,4189,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY02,away,Acton,2,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4530,Co_Acton0_FLOR_22,4277,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY02,away,Acton,2,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3656,Ne_Maldon_FLOR_27,4190,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY04,away,Maldonado,3,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to lf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4531,Ne_Maldon_FLOR_27,4278,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY04,away,Maldonado,3,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to lf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3657,Ke_Calila_FLOR_06,4191,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY05,away,Calilao,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
4532,Ke_Calila_FLOR_06,4279,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY05,away,Calilao,4,NA,NA,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
3658,Au_Langwo_FLOR_44,4192,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY06,away,Langworthy,5,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0
4533,Au_Langwo_FLOR_44,4280,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY06,away,Langworthy,5,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0
3659,Wi_Dalton_FLOR_16,4193,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY07,away,Dalton,6,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4534,Wi_Dalton_FLOR_16,4281,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA15AWAY07,away,Dalton,6,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3660,Co_Zabows_OMSS_14,4194,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA16HOME03,home,Zabowski,5,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4535,Co_Zabows_OMSS_14,4282,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA16HOME03,home,Zabowski,5,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
3661,Kn_Lopose_OMSS_04,4195,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA16HOME04,home,Loposer,6,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to lf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4536,Kn_Lopose_OMSS_04,4283,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA16HOME04,home,Loposer,6,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to lf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3662,Ke_Graham_OMSS_35,4196,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA16HOME05,home,Graham,7,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,soft,ground ball,0,64,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4537,Ke_Graham_OMSS_35,4284,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA16HOME05,home,Graham,7,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,soft,ground ball,0,64,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3663,Ju_Fabian_FLOR_04,4197,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA17AWAY04,away,Fabian,7,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4538,Ju_Fabian_FLOR_04,4285,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA17AWAY04,away,Fabian,7,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3664,Bl_Reese0_FLOR_12,4198,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA17AWAY05,away,Reese,8,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4539,Bl_Reese0_FLOR_12,4286,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA17AWAY05,away,Reese,8,NA,NA,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
4434,Jo_Butler_FLOR_15,4199,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA17AWAY07,away,Butler,9,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4540,Jo_Butler_FLOR_15,4287,FLOR_OMSS_0406201902,FLOR_OMSS_0406201902_PA17AWAY07,away,Butler,9,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2803,Gr_Warner_AUBN_26,4605,GEOR_AUBN_0510201901,GEOR_AUBN_0510201901_PA18HOME03,home,Warner,4,1,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
2804,De_Warner_AUBN_03,4605,GEOR_AUBN_0510201901,GEOR_AUBN_0510201901_PA18HOME03,home,Warner,4,1,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
4561,CJ_Smith0_GEOR_05,5382,GEOR_SCAR_0317201901,GEOR_SCAR_0317201901_PA13AWAY02,away,Smith,8,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,foul,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4562,Ha_Smith0_SCAR_16,5382,GEOR_SCAR_0317201901,GEOR_SCAR_0317201901_PA13AWAY02,away,Smith,8,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,foul,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4563,Ke_Smith0_GEOR_15,5382,GEOR_SCAR_0317201901,GEOR_SCAR_0317201901_PA13AWAY02,away,Smith,8,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,foul,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8466,Au_James0_MIZZ_23,7620,LSTU_MIZZ_0412201901,LSTU_MIZZ_0412201901_PA02HOME12,home,James,7,1,2,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,shortstop,soft,ground ball,1,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8467,Au_James0_MIZZ_23,7229,LSTU_MIZZ_0412201901,LSTU_MIZZ_0412201901_PA02HOME12,home,James,7,1,2,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,shortstop,soft,ground ball,1,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6607,Ky_Gray00_AUBN_36,7893,MIZZ_TENN_0503201901,MIZZ_TENN_0503201901_PA14HOME05,home,Gray,9,1,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6608,La_Gray00_TENN_19,7893,MIZZ_TENN_0503201901,MIZZ_TENN_0503201901_PA14HOME05,home,Gray,9,1,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0
6816,Ky_Gray00_AUBN_36,7906,MIZZ_TENN_0503201901,MIZZ_TENN_0503201901_PA16HOME12,home,Gray,9,0,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6817,La_Gray00_TENN_19,7906,MIZZ_TENN_0503201901,MIZZ_TENN_0503201901_PA16HOME12,home,Gray,9,0,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
6836,Ky_Gray00_AUBN_36,7925,MIZZ_TENN_0504201901,MIZZ_TENN_0504201901_PA04HOME04,home,Gray,8,0,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,hard,line drive,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6837,La_Gray00_TENN_19,7925,MIZZ_TENN_0504201901,MIZZ_TENN_0504201901_PA04HOME04,home,Gray,8,0,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,hard,line drive,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6859,Ky_Gray00_AUBN_36,7947,MIZZ_TENN_0504201901,MIZZ_TENN_0504201901_PA10HOME01,home,Gray,8,3,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,soft,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6860,La_Gray00_TENN_19,7947,MIZZ_TENN_0504201901,MIZZ_TENN_0504201901_PA10HOME01,home,Gray,8,3,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,soft,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6902,Co_Daniel_KENT_35,7989,MIZZ_TENN_0504201901,MIZZ_TENN_0504201901_PA18HOME04,home,Daniels,2,1,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,foul,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6903,Za_Daniel_TENN_05,7989,MIZZ_TENN_0504201901,MIZZ_TENN_0504201901_PA18HOME04,home,Daniels,2,1,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,foul,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7422,Tr_Morris_MIZZ_05,8283,MIZZ_TXAM_0331201901,MIZZ_TXAM_0331201901_PA04HOME04,home,Morris,7,0,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7423,Ch_Morris_TXAM_13,8283,MIZZ_TXAM_0331201901,MIZZ_TXAM_0331201901_PA04HOME04,home,Morris,7,0,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7441,Tr_Morris_MIZZ_05,8301,MIZZ_TXAM_0331201901,MIZZ_TXAM_0331201901_PA08HOME06,home,Morris,7,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7442,Ch_Morris_TXAM_13,8301,MIZZ_TXAM_0331201901,MIZZ_TXAM_0331201901_PA08HOME06,home,Morris,7,0,0,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7461,Tr_Morris_MIZZ_05,8320,MIZZ_TXAM_0331201901,MIZZ_TXAM_0331201901_PA12HOME05,home,Morris,7,2,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7462,Ch_Morris_TXAM_13,8320,MIZZ_TXAM_0331201901,MIZZ_TXAM_0331201901_PA12HOME05,home,Morris,7,2,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
7484,Tr_Morris_MIZZ_05,8342,MIZZ_TXAM_0331201901,MIZZ_TXAM_0331201901_PA18HOME03,home,Morris,7,3,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
7485,Ch_Morris_TXAM_13,8342,MIZZ_TXAM_0331201901,MIZZ_TXAM_0331201901_PA18HOME03,home,Morris,7,3,1,-1,-1,-1,-1,-1,-1,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
8609,Ki_Mcmull_FLOR_52,8882,MSST_FLOR_0315201901,MSST_FLOR_0315201901_PA18HOME09,home,Mcmullen,1,1,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8610,Hu_Mcmull_FLOR_25,8882,MSST_FLOR_0315201901,MSST_FLOR_0315201901_PA18HOME09,home,Mcmullen,1,1,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9210,Co_Daniel_KENT_35,9562,MSST_TENN_0407201901,MSST_TENN_0407201901_PA12HOME03,home,Daniels,5,1,0,-1,-1,-1,-1,-1,-1,1,1,4,0,0,0,1,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9211,Za_Daniel_TENN_05,9562,MSST_TENN_0407201901,MSST_TENN_0407201901_PA12HOME03,home,Daniels,5,1,0,-1,-1,-1,-1,-1,-1,1,1,4,0,0,0,1,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9224,Co_Daniel_KENT_35,9575,MSST_TENN_0407201901,MSST_TENN_0407201901_PA14HOME07,home,Daniels,5,2,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9225,Za_Daniel_TENN_05,9575,MSST_TENN_0407201901,MSST_TENN_0407201901_PA14HOME07,home,Daniels,5,2,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11735,Co_Daniel_KENT_35,12089,TENN_ARKS_0428201901,TENN_ARKS_0428201901_PA13AWAY05,away,Daniels,6,3,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
11736,Za_Daniel_TENN_05,12089,TENN_ARKS_0428201901,TENN_ARKS_0428201901_PA13AWAY05,away,Daniels,6,3,2,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
11754,Co_Daniel_KENT_35,12107,TENN_ARKS_0428201901,TENN_ARKS_0428201901_PA17AWAY03,away,Daniels,6,0,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,soft,ground ball,0,64,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11755,Za_Daniel_TENN_05,12107,TENN_ARKS_0428201901,TENN_ARKS_0428201901_PA17AWAY03,away,Daniels,6,0,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,soft,ground ball,0,64,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12250,Ry_Johnso_KENT_28,12602,TENN_KENT_0418201901,TENN_KENT_0418201901_PA06HOME02,home,Johnson,8,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to p,soft,ground ball,0,NA,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12251,Ry_Johnso_VAND_31,12602,TENN_KENT_0418201901,TENN_KENT_0418201901_PA06HOME02,home,Johnson,8,NA,NA,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to p,soft,ground ball,0,NA,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0
