PlayerID,ID,GameID,PlateAppID,HomeAway,BatterName,BatterHole,CountBalls,CountStrikes,pitchBalls,pitchFouls,pitchKSwing,pitchKLook,pitchBIPs,Pitches,BIP,H,Bases,Singles,Doubles,Triples,HR,HitLocation,HitQuality,HitType,INFH,FO,FOLocation,FOQuality,FOType,DP,DPType,Reach,RBOE,FC,SAC,SF,BB,IBB,UBB,SO,KSwing,KLook,UCTS,SOReach,HBP,TrueOutcome
Jo_Breaux_ABAM_04,109,ABAM_AUBN_0503201901,ABAM_AUBN_0503201901_PA07AWAY04,away,Breaux,6,0,0,1,0,0,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,1,to p,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko_Robins_ABAM_24,110,ABAM_AUBN_0503201901,ABAM_AUBN_0503201901_PA07AWAY05,away,Robinson,7,2,1,2,1,0,0,1,4,1,1,1,1,0,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aa_Schunk_GEOR_22,606,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA12HOME02,home,Schunk,3,2,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,1,0,0,0,0,0,0,0,0,0,0,0,0,0
LJ_Talley_GEOR_02,607,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA12HOME03,home,Talley,4,1,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo_Cable0_GEOR_42,608,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA12HOME04,home,Cable,5,2,2,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ca_Shephe_GEOR_07,609,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA12HOME05,home,Shepherd,6,1,2,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pa_Sulliv_GEOR_14,610,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA12HOME06,home,Sullivan,7,2,1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sh_Marsha_GEOR_32,611,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA12HOME08,home,Marshall,8,1,1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Co_Tate00_GEOR_23,612,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA12HOME10,home,Tate,9,0,0,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Ty_Ras000_ABAM_05,613,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA13AWAY03,away,Ras,8,0,0,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko_Morris_ABAM_50,614,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA13AWAY04,away,Morris,9,3,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Br_Auerba_ABAM_07,615,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA13AWAY05,away,Auerbach,1,1,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo_Mccull_ABAM_08,616,ABAM_GEOR_0517201901,ABAM_GEOR_0517201901_PA13AWAY06,away,Mccullough,2,0,1,-1,-1,-1,-1,-1,-1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty_Ras000_ABAM_05,166,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA03AWAY01,away,Ras,8,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,rf line,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko_Morris_ABAM_50,167,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA03AWAY02,away,Morris,9,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Br_Auerba_ABAM_07,168,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA03AWAY03,away,Auerbach,1,3,2,3,0,0,2,1,6,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0
TJ_Reeves_ABAM_22,169,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA03AWAY04,away,Reeves,2,1,2,1,0,1,1,1,4,1,0,0,0,0,0,0,NA,NA,NA,0,1,to cf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo_Mccull_ABAM_08,170,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA03AWAY05,away,Mccullough,3,2,2,2,0,0,2,0,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty_Gentry_ABAM_28,171,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA03AWAY06,away,Gentry,4,1,2,1,1,0,2,0,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Co_Davis0_AUBN_24,172,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA04HOME01,home,Davis,4,0,1,0,0,0,1,1,2,1,1,1,1,0,0,0,center field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ma_Scheff_AUBN_06,173,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA04HOME02,home,Scheffler,5,3,2,3,1,0,1,1,6,1,1,1,1,0,0,0,up the middle,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ra_Woley0_AUBN_04,174,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA04HOME03,home,Woley,6,1,2,1,1,0,1,1,4,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St_Willia_AUBN_41,175,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA04HOME04,home,Williams,7,2,1,2,1,0,0,1,4,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ka_Howell_AUBN_16,176,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA04HOME05,home,Howell,8,3,2,3,2,1,0,1,7,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr_Willia_ABAM_55,177,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA05AWAY01,away,Williamson,5,1,0,1,0,0,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo_Breaux_ABAM_04,178,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA05AWAY02,away,Breaux,6,1,2,1,1,1,0,1,4,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko_Robins_ABAM_24,179,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA05AWAY03,away,Robinson,7,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to rf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wi_Hollan_AUBN_17,180,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA06HOME01,home,Holland,9,0,0,0,0,0,0,1,1,1,1,2,0,1,0,0,left center,hard,line drive,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ju_Ward00_AUBN_01,181,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA06HOME02,home,Ward,1,0,0,0,0,1,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,1,0,1,0,0,0,0,0,0,0,0,0,0,0
Ry_Bliss0_AUBN_09,182,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA06HOME03,home,Bliss,2,0,0,1,0,1,0,1,3,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Ed_Julien_AUBN_10,183,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA06HOME04,home,Julien,3,1,2,1,1,1,1,0,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Co_Davis0_AUBN_24,184,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA06HOME05,home,Davis,4,2,2,2,0,3,0,0,5,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Ty_Ras000_ABAM_05,185,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA07AWAY01,away,Ras,8,1,0,1,0,0,0,1,2,1,1,1,1,0,0,0,center field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko_Morris_ABAM_50,186,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA07AWAY02,away,Morris,9,1,2,1,1,0,1,1,4,1,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,TRUE,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Br_Auerba_ABAM_07,187,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA07AWAY04,away,Auerbach,1,1,1,1,0,0,1,1,3,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,soft,ground ball,0,64,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJ_Reeves_ABAM_22,188,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA07AWAY05,away,Reeves,2,1,2,1,0,3,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Ma_Scheff_AUBN_06,189,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA08HOME01,home,Scheffler,5,2,2,2,5,2,0,0,9,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Ra_Woley0_AUBN_04,190,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA08HOME02,home,Woley,6,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
St_Willia_AUBN_41,191,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA08HOME03,home,Williams,7,1,1,1,0,0,1,1,3,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mo_Mccull_ABAM_08,192,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA09AWAY01,away,Mccullough,3,2,2,2,2,0,1,1,6,1,1,1,1,0,0,0,up the middle,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty_Gentry_ABAM_28,193,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA09AWAY02,away,Gentry,4,1,1,1,0,1,0,1,3,1,1,1,1,0,0,0,up the middle,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dr_Willia_ABAM_55,194,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA09AWAY04,away,Williamson,5,2,1,2,0,0,1,1,4,1,1,2,0,1,0,0,center field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo_Breaux_ABAM_04,195,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA09AWAY05,away,Breaux,6,2,2,2,0,2,0,1,5,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko_Robins_ABAM_24,196,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA09AWAY06,away,Robinson,7,1,2,1,3,0,1,1,6,1,0,0,0,0,0,0,NA,NA,NA,0,1,to ss,hard,line drive,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ty_Ras000_ABAM_05,197,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA09AWAY07,away,Ras,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ka_Howell_AUBN_16,198,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA10HOME01,home,Howell,8,1,2,1,0,2,1,0,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Wi_Hollan_AUBN_17,199,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA10HOME02,home,Holland,9,0,1,0,0,1,0,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 3b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ju_Ward00_AUBN_01,200,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA10HOME03,home,Ward,1,1,2,1,1,1,1,1,5,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ko_Morris_ABAM_50,201,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA11AWAY01,away,Morris,9,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Br_Auerba_ABAM_07,202,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA11AWAY02,away,Auerbach,1,1,1,1,0,0,1,1,3,1,1,1,1,0,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TJ_Reeves_ABAM_22,203,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA11AWAY04,away,Reeves,2,2,2,2,1,0,2,0,5,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,0,1,0,0,0,1
Mo_Mccull_ABAM_08,204,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA11AWAY06,away,Mccullough,3,1,2,1,2,1,0,1,5,1,1,1,1,0,0,0,right field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ry_Bliss0_AUBN_09,205,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA12HOME01,home,Bliss,2,3,1,3,0,0,1,1,5,1,1,1,1,0,0,0,left field,hard,fly ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ed_Julien_AUBN_10,206,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA12HOME02,home,Julien,3,3,2,3,2,1,0,0,6,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Co_Davis0_AUBN_24,207,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA12HOME03,home,Davis,4,0,0,1,0,0,0,1,2,1,1,1,1,0,0,0,left,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ma_Scheff_AUBN_06,208,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA12HOME05,home,Scheffler,5,0,2,0,0,0,2,1,3,1,0,0,0,0,0,0,NA,NA,NA,0,1,to lf,medium,fly ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ra_Woley0_AUBN_04,209,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA12HOME06,home,Woley,6,0,2,0,0,2,1,0,3,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Ty_Gentry_ABAM_28,210,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA13AWAY01,away,Gentry,4,3,0,4,0,0,0,0,4,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Dr_Willia_ABAM_55,211,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA13AWAY04,away,Williamson,5,0,1,0,0,0,1,1,2,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 2b,soft,ground ball,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Jo_Breaux_ABAM_04,212,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA13AWAY05,away,Breaux,6,1,2,1,1,2,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,1,0,0,1
Ko_Robins_ABAM_24,213,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA13AWAY06,away,Robinson,7,3,0,4,0,0,0,0,4,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Ty_Ras000_ABAM_05,214,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA13AWAY08,away,Ras,8,1,2,1,1,2,0,0,4,0,0,0,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,1,1,0,0,0,0,1
St_Willia_AUBN_41,215,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA14HOME01,home,Williams,7,3,1,4,1,0,0,0,5,0,0,1,0,0,0,0,NA,NA,NA,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,1,0,1,0,0,0,0,0,0,1
Ev_Lau000_AUBN_02,216,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA14HOME03,home,Lau,8,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,NA,NA,NA,0,1,to 1b,soft,ground ball,0,6,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wi_Hollan_AUBN_17,217,ABAM_AUBN_0504201901,ABAM_AUBN_0504201901_PA14HOME04,home,Holland,9,0,1,0,1,0,0,1,2,1,1,1,1,0,0,0,up the middle,hard,ground ball,0,0,NA,NA,NA,0,NA,FALSE,0,0,0,0,0,0,0,0,0,0,0,0,0,0
