GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019031501,away,Johnson,Will,lf,1b,starter
2019031501,away,Kerr,Ryland,2b,NA,starter
2019031501,away,Lewis,Aj,c,NA,starter
2019031501,away,Howie,Nick,rf,NA,starter
2019031501,away,Thomason,Logan,1b,3b,starter
2019031501,away,Lovell,Brent,dh,NA,starter
2019031501,away,Harris,Daniel,ss,NA,starter
2019031501,away,Lucio,Christian,3b,NA,starter
2019031501,away,Botsoe,Chris,cf,NA,starter
2019031501,away,Teague,Logan,p,NA,starter
2019031501,away,Brewer,Michael,ph,lf,sub
2019031501,away,Brian,Will,p,NA,sub
2019031501,away,Johnson,Will,lf,1b,sub
2019031501,away,Thomason,Logan,1b,3b,sub
2019031501,home,Leonard,Reid,ss,NA,starter
2019031501,home,Pauly,Connor,cf,NA,starter
2019031501,home,Hammon,Jake,lf,NA,starter
2019031501,home,Snyder,Trevor,1b,NA,starter
2019031501,home,Layne,Ryan,2b,NA,starter
2019031501,home,Fain,Hunter,c,NA,starter
2019031501,home,Burghardt,Jon,dh,NA,starter
2019031501,home,Hill,Stephen,3b,NA,starter
2019031501,home,Boyd,Zach,rf,NA,starter
2019031501,home,Stambaugh,Dalton,p,NA,starter
2019031501,home,Sells,Arthur,ph,NA,sub
2019031501,home,Smith,Zack,p,NA,sub
2019031501,home,Ziegelmeyer,Jake,p,NA,sub
