GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019022601,away,Kerr,Ryland,2b,NA,starter
2019022601,away,Botsoe,Chris,cf,NA,starter
2019022601,away,Howie,Nick,rf,NA,starter
2019022601,away,Johnson,Will,1b,NA,starter
2019022601,away,Lewis,Aj,c,NA,starter
2019022601,away,Lovell,Brent,dh,NA,starter
2019022601,away,Harris,Daniel,ss,NA,starter
2019022601,away,Conklin,Corey,3b,NA,starter
2019022601,away,Hill,Marcus,lf,NA,starter
2019022601,away,Ferris,Jacob,p,NA,starter
2019022601,away,Lucio,Christian,ph,3b,sub
2019022601,away,Thomason,Logan,3b,NA,sub
2019022601,away,Weaver,Lyndon,ph,lf,sub
2019022601,away,Lewis,Jake,p,NA,sub
2019022601,away,Jackson,Julian,p,NA,sub
2019022601,away,Williams,Darren,p,NA,sub
2019022601,away,Brewer,Michael,ph,cf,sub
2019022601,away,Ochsenbein,Aaron,p,NA,sub
2019022601,home,Daniel,Breydon,3b,NA,starter
2019022601,home,Shinn,Ryan,lf,NA,starter
2019022601,home,Collett,Tj,dh,NA,starter
2019022601,home,Shelby,Jaren,rf,NA,starter
2019022601,home,Reed,Dalton,1b,NA,starter
2019022601,home,Kessler,Coltyn,c,NA,starter
2019022601,home,Rodriguez,Alex,ss,NA,starter
2019022601,home,Hill,Cam,cf,NA,starter
2019022601,home,Lewis,Zeke,2b,NA,starter
2019022601,home,Macciocchi,Grant,p,NA,starter
2019022601,home,Johnson,Ryan,p,NA,sub
2019022601,home,Harper,Daniel,p,NA,sub
2019022601,home,Marshall,Brett,p,NA,sub
2019022601,home,Rigsby,Hunter,p,NA,sub
