GameID,PlateAppID,HomeAway,RunnerName,Hole,Action,StartBase,EndBase,BasesAdded,SB,SBA,OutsAdded,Fielder1,Fielder2,RunsAdded,PO,POA,WP,PB,AOE,bostartOuts,bostartOnFirst,bostartOnSecond,bostartOnThird,bostartBaseState,bostartBaseOutState,boendOuts,boendOnFirst,boendOnSecond,boendOnThird,boendBaseState,boendBaseOutState
2019030202,2019030202Away0501b,away,Cunningham,4,out,0,0,0,0,1,2,p,1b,0,1,1,0,0,0,0,NA,NA,NA,A,A0,2,Cunningham,NA,NA,B,B2
2019030202,2019030202Away0503b,away,Morissette,6,advanced,1,2,1,0,0,0,NA,NA,0,0,0,0,0,1,2,Martellini,NA,NA,B,B2,2,NA,Morissette,NA,C,C2
2019030202,2019030202Away0503b,away,Martellini,5,out,1,0,-1,0,0,1,ss,2b,0,0,0,0,0,0,2,Martellini,NA,NA,B,B2,3,NA,Morissette,NA,C,C3
2019030202,2019030202Away0504b,away,Morissette,6,scored,2,4,2,0,0,0,NA,NA,1,0,0,0,0,0,3,NA,Morissette,NA,C,C3,3,Baldelli,Morissette,NA,E,E3
2019030202,2019030202Away0702b,away,Dempsey,3,advanced,1,2,1,0,0,0,NA,NA,0,0,0,0,0,0,0,Dempsey,NA,NA,B,B0,0,Cunningham,Dempsey,NA,E,E0
2019030202,2019030202Away0704b,away,Cunningham,4,advanced,1,2,1,0,0,0,NA,NA,0,0,0,0,0,0,1,Cunningham,Dempsey,NA,E,E1,2,Cunningham,Cunningham,NA,E,E2
2019030202,2019030202Away0704b,away,Dempsey,3,advanced,2,3,1,0,0,0,NA,NA,0,0,0,0,0,0,1,Cunningham,Dempsey,NA,E,E1,2,Cunningham,Cunningham,Dempsey,H,H2
2019030202,2019030202Away0706b,away,Baldelli,7,advanced,1,2,1,0,0,0,NA,NA,0,0,0,0,0,0,2,Baldelli,Cunningham,Dempsey,H,H2,2,Burns,Baldelli,Dempsey,H,H2
2019030202,2019030202Away0706b,away,Cunningham,4,advanced,2,3,1,0,0,0,NA,NA,0,0,0,0,0,0,2,Baldelli,Cunningham,Dempsey,H,H2,2,Burns,Baldelli,Cunningham,H,H2
2019030202,2019030202Away0706b,away,Dempsey,3,scored,3,4,1,0,0,0,NA,NA,1,0,0,0,0,0,2,Baldelli,Cunningham,Dempsey,H,H2,2,Burns,Baldelli,Cunningham,H,H2
2019030202,2019030202Away0707b,away,Alu,9,advanced,1,2,1,0,0,0,NA,NA,0,0,0,0,0,1,2,Burns,Baldelli,Cunningham,H,H2,2,NA,Alu,Cunningham,G,G2
2019030202,2019030202Away0707b,away,Burns,8,scored,1,4,3,0,0,0,NA,NA,1,0,0,0,0,0,2,Burns,Baldelli,Cunningham,H,H2,2,NA,Alu,Cunningham,G,G2
2019030202,2019030202Away0707b,away,Baldelli,7,scored,2,4,2,0,0,0,NA,NA,1,0,0,0,0,0,2,Burns,Baldelli,Cunningham,H,H2,2,NA,Alu,Cunningham,G,G2
