GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019031601,away,Johnson,Will,1b,NA,starter
2019031601,away,Kerr,Ryland,2b,NA,starter
2019031601,away,Lewis,Aj,c,NA,starter
2019031601,away,Howie,Nick,dh,NA,starter
2019031601,away,Thomason,Logan,3b,NA,starter
2019031601,away,Lovell,Brent,rf,NA,starter
2019031601,away,Harris,Daniel,ss,NA,starter
2019031601,away,Brewer,Michael,cf,NA,starter
2019031601,away,Botsoe,Chris,lf,NA,starter
2019031601,away,Brown,Kaven,p,NA,starter
2019031601,away,Ferris,Jacob,p,NA,sub
2019031601,away,Abbott,Jacob,p,NA,sub
2019031601,away,Ochsenbein,Aaron,p,NA,sub
2019031601,home,Leonard,Reid,ss,NA,starter
2019031601,home,Pauly,Connor,cf,NA,starter
2019031601,home,Hammon,Jake,lf,NA,starter
2019031601,home,Snyder,Trevor,1b,NA,starter
2019031601,home,Layne,Ryan,2b,NA,starter
2019031601,home,Fain,Hunter,c,NA,starter
2019031601,home,Hill,Stephen,3b,NA,starter
2019031601,home,Burghardt,Jon,dh,NA,starter
2019031601,home,Boyd,Zach,rf,NA,starter
2019031601,home,Goe,Jason,p,NA,starter
2019031601,home,Sells,Arthur,pr,dh,sub
2019031601,home,Weins,Landon,p,NA,sub
2019031601,home,Garbrick,Alex,p,NA,sub
2019031601,home,Ziegelmeyer,Jake,p,NA,sub
