GameID,PlateAppID,SubType,PlayerOut,PlayerIn,SubbedPos
2019030101,2019030101Away0102s,def,NA,Frelick,NA
2019030101,2019030101Away0602s,def,Teague,Lewis,p
2019030101,2019030101Away0704s,def,Lewis,Laster,p
2019030101,2019030101Away0706s,def,NA,ERROR: SubUnit.get_players, ts: ,NA
2019030101,2019030101Away0901s,def,NA,Weaver,lf
2019030101,2019030101Away0903s,def,Laster,Ochsenbein,p
2019030101,2019030101Home0403s,def,NA,LOVELL,rf
2019030101,2019030101Home0804s,def,ERROR: Lane,T. WEAVER, L. pinch hit for BOTSOE, C..,Walsh,ph
2019030101,2019030101Home0901s,def,NA,Jimenez,1b
2019030101,2019030101Home0906s,off,Thomason,Hill,pr
