GameID,PlateAppID,SubType,PlayerOut,PlayerIn,SubbedPos
2019022401,2019022401Away0601s,def,NA,Ludwick,1b
2019022401,2019022401Away0602s,def,NA,Johnson,c
2019022401,2019022401Away0603s,def,NA,Weaver,rf
2019022401,2019022401Away0604s,def,NA,Lucio,3b
2019022401,2019022401Away0605s,def,Kelly,Blair,p
2019022401,2019022401Away06010s,def,Blair,Abbott,p
2019022401,2019022401Away0801s,def,Abbott,Lewis,p
2019022401,2019022401Away0902s,off,Brown,Smith,ph
2019022401,2019022401Home0301s,def,Bratton,Rabb,p
2019022401,2019022401Home0308s,def,Rabb,Bell,p
2019022401,2019022401Home0505s,def,Bell,Cutler,p
2019022401,2019022401Home0508s,off,Botsoe,Ludwick,ph
2019022401,2019022401Home05011s,off,Howie,Bodine,ph
2019022401,2019022401Home05014s,off,Brewer,Weaver,ph
2019022401,2019022401Home05015s,def,Cutler,Poulsen,p
2019022401,2019022401Home05018s,off,Conklin,Lucio,ph
2019022401,2019022401Home0601s,off,Oxyer,Levere,ss
2019022401,2019022401Home0602s,off,Hoskins,Baylis,3b
2019022401,2019022401Home0603s,off,Hancock,Chrysos,c
2019022401,2019022401Home0604s,off,Schreur,Tunnell,c
2019022401,2019022401Home0605s,off,Warley,Hitch,c
2019022401,2019022401Home0606s,off,Roets,Jamieson,2b
2019022401,2019022401Home0607s,off,Cordell,Allen,c
2019022401,2019022401Home06011s,def,NA,Bodine,dh
2019022401,2019022401Home06015s,def,NA,ERROR: SubUnit.get_players, ts: ,NA
2019022401,2019022401Home0701s,def,Poulsen,Sanders,p
2019022401,2019022401Home0708s,def,NA,ERROR: SubUnit.get_players, ts: ,NA
2019022401,2019022401Home0801s,off,Doherty,Murray,p
2019022401,2019022401Home0802s,off,Sanders,ERROR: SubUnit.get_players, ts: /  for Sanders,C..,NA
