GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019021901,away,Johnson,Will,1b,NA,starter
2019021901,away,Kerr,Ryland,2b,NA,starter
2019021901,away,Howie,Nick,rf,NA,starter
2019021901,away,Lewis,Aj,c,NA,starter
2019021901,away,Harris,Daniel,ss,NA,starter
2019021901,away,Lucio,Christian,3b,NA,starter
2019021901,away,Botsoe,Chris,cf,NA,starter
2019021901,away,Conklin,Corey,dh,NA,starter
2019021901,away,Weaver,Lyndon,lf,NA,starter
2019021901,away,Jackson,Julian,p,NA,starter
2019021901,away,Brewer,Michael,ph,NA,sub
2019021901,away,Ferris,Jacob,p,NA,sub
2019021901,away,Farley,John,p,NA,sub
2019021901,away,Labarbera,Brennan,p,NA,sub
2019021901,away,Ochsenbein,Aaron,p,NA,sub
2019021901,home,Dunn,Lucas,2b,NA,starter
2019021901,home,Snider,Jake,lf,NA,starter
2019021901,home,Fitzgerald,Tyler,ss,NA,starter
2019021901,home,Wyatt,Logan,1b,NA,starter
2019021901,home,Britton,Zach,dh,NA,starter
2019021901,home,Stringer,Ethan,rf,NA,starter
2019021901,home,Campbell,Drew,cf,NA,starter
2019021901,home,Lavey,Justin,3b,NA,starter
2019021901,home,Davis,Henry,c,NA,starter
2019021901,home,Smith,Luke,p,NA,starter
2019021901,home,Binelas,Alex,ph,NA,sub
2019021901,home,Pinkham,Zeke,c,NA,sub
2019021901,home,Oriente,Danny,ph,NA,sub
2019021901,home,Leonard,Trey,pr,lf,sub
2019021901,home,Kirian,Michael,p,NA,sub
2019021901,home,Mcavene,Michael,p,NA,sub
2019021901,home,Smiddy,Shay,p,NA,sub
