GameID,AwayHome,LastName,FirstName,Pos1,Pos2,StarterSub
2019041201,away,Johnson,Will,lf,NA,starter
2019041201,away,Kerr,Ryland,2b,NA,starter
2019041201,away,Howie,Nick,rf,NA,starter
2019041201,away,Botsoe,Chris,cf,NA,starter
2019041201,away,Lewis,Aj,c,NA,starter
2019041201,away,Ludwick,Charles,dh,NA,starter
2019041201,away,Harris,Daniel,ss,NA,starter
2019041201,away,Thomason,Logan,3b,NA,starter
2019041201,away,Conklin,Corey,1b,NA,starter
2019041201,away,Teague,Logan,p,NA,starter
2019041201,away,Weaver,Lyndon,pr,dh,sub
2019041201,away,Williams,Darren,p,NA,sub
2019041201,away,Ochsenbein,Aaron,p,NA,sub
2019041201,home,Kerrigan,Keith,lf,NA,starter
2019041201,home,Emme,Grant,cf,NA,starter
2019041201,home,Morris,Hunter,1b,NA,starter
2019041201,home,Govern,Jimmy,2b,NA,starter
2019041201,home,Pena,Christian,3b,NA,starter
2019041201,home,Knernschield,Ryan,c,NA,starter
2019041201,home,Waznis,Matt,dh,NA,starter
2019041201,home,Sweeney,Trey,ss,NA,starter
2019041201,home,Tesmond,Tyler,rf,NA,starter
2019041201,home,Dexter,Spenser,p,NA,starter
2019041201,home,Toppel,Dane,ph,NA,sub
2019041201,home,Stevenson,Alex,p,NA,sub
