GameID,PlateAppID,SubType,PlayerOut,PlayerIn,SubbedPos
2019022202,2019022202Away0601s,off,Johnson,Ludwick,1b
2019022202,2019022202Away0602s,def,Brown,Jackson,p
2019022202,2019022202Away0703s,def,Jackson,Williams,p
2019022202,2019022202Home0501s,def,Tolson,Bell,p
2019022202,2019022202Home0506s,def,Bell,Poulsen,p
2019022202,2019022202Home05013s,def,Poulsen,Rabb,p
2019022202,2019022202Home05014s,off,Howie,Blair,pr
2019022202,2019022202Home0601s,def,NA,Jamieson,2b
2019022202,2019022202Home0602s,off,Hancock,Cutler,c
2019022202,2019022202Home0603s,off,Roets,Levere,3b
2019022202,2019022202Home0701s,off,Oxyer,Hoskins,3b
2019022202,2019022202Home0702s,off,Marshall,Coleman,lf
2019022202,2019022202Home0703s,def,NA,Levere,ss
2019022202,2019022202Home0704s,def,Rabb,Killmon,p
2019022202,2019022202Home0705s,off,Brown,Murray,1b
2019022202,2019022202Home0706s,off,Warley,Woodward,c
2019022202,2019022202Home0709s,off,Blair,Bodine,ph
