GameID,PlateAppID,SubType,PlayerOut,PlayerIn,SubbedPos
2019022201,2019022201Away0504s,off,Smith,Allen,pr
2019022201,2019022201Away0601s,def,NA,Thomason,2b
2019022201,2019022201Away0602s,def,NA,Conklin,3b
2019022201,2019022201Away0701s,def,NA,Allen,dh
2019022201,2019022201Away0706s,def,NA,ERROR: SubUnit.get_players, ts: ,NA
2019022201,2019022201Away0801s,def,NA,Brewer,rf
2019022201,2019022201Away0802s,def,Teague,Blair,p
2019022201,2019022201Away0804s,off,Cordell,Nicastro,ph
2019022201,2019022201Away0809s,def,Blair,Ochsenbein,p
2019022201,2019022201Home0402s,def,Marshall,Franco,p
2019022201,2019022201Home0504s,off,Lucio,Thomason,ph
2019022201,2019022201Home0702s,off,Howie,Brewer,pr
2019022201,2019022201Home0704s,def,Franco,Sanders,p
2019022201,2019022201Home0801s,off,Nicastro,Tunnell,c
2019022201,2019022201Home0807s,def,NA,Hill,dh
2019022201,2019022201Home08011s,def,Sanders,Carpenter,p
