GameID,PlateAppID,SubType,PlayerOut,PlayerIn,SubbedPos
2019031701,2019031701Away0601s,def,NA,Boyd,lf
2019031701,2019031701Away0801s,def,Lozinak,Masullo,p
2019031701,2019031701Away0901s,def,NA,Peroni,3b
2019031701,2019031701Away0902s,off,Snyder,Sortor,lf
2019031701,2019031701Away0903s,def,NA,Boyd,c
2019031701,2019031701Away0904s,def,NA,Hill,1b
2019031701,2019031701Away0905s,def,Masullo,Baumgart,p
2019031701,2019031701Away0908s,off,Botsoe,Bodine,ph
2019031701,2019031701Away09012s,def,Baumgart,Satterly,p
2019031701,2019031701Home02011s,def,Kelly,Williams,p
2019031701,2019031701Home0308s,def,NA,ERROR: SubUnit.get_players, ts: ,NA
2019031701,2019031701Home0404s,def,Williams,Laster,p
2019031701,2019031701Home0501s,off,Thomason,Conklin,3b
2019031701,2019031701Home0502s,off,Lovell,Weaver,rf
2019031701,2019031701Home0505s,off,Hammon,Boyd,pr
2019031701,2019031701Home0508s,def,NA,LAYNE,2b
2019031701,2019031701Home0604s,def,Laster,Brian,p
2019031701,2019031701Home0701s,def,Brian,Labarbera,p
2019031701,2019031701Home0702s,off,Fain,Wolverton,ph
2019031701,2019031701Home0706s,def,NA,ERROR: SubUnit.get_players, ts: ,NA
2019031701,2019031701Home0801s,off,Johnson,Lucio,3b
2019031701,2019031701Home0802s,def,NA,Conklin,1b
2019031701,2019031701Home0803s,off,Lucio,Johnson,c
2019031701,2019031701Home0804s,off,Brewer,Lucio,3b
2019031701,2019031701Home0808s,off,Pauly,Peroni,ph
2019031701,2019031701Home08011s,def,NA,ERROR: SubUnit.get_players, ts: ,NA
